bilayers,$\epsilon_{r}$,"$\overline{MV}_{int, NN}$",$\overline{M}_{int}$,$\overline{IE}_{int}$,PF,"$\overline{\alpha}_{int, NN}$",$\overline{BL}_{max}$,"$\overline{N}_{p, v}$",$\overline{BL}_{min}$,"$\overline{Gr}_{int, NN}$",a,$\overline{\kappa}_{int}$,"$\overline{C}_{int}^{p, g}$",$\rho$,"$\overline{P}_{int, NN}$",Y_Corr
BMDS_SeNbS-SNbSe_89,150.02955,1.89682870383703E-05,1334.7570129048,3435.5317491493,2.1549943895,270.1408518239,1.1546880134,2.6666666667,0.6958482646,37.8059716293,3.4369065118,0.0092452785,2.4333298103,31.280557292,6.8738130235,0.321
BMDS_TeWS-SWTe_274,6.686788,2.29006158025077E-05,1305.9740312866,3361.4472182359,2.6780117968,163.4317074893,1.1395060646,2.6666666667,0.7302942088,33.6279233517,3.3627923352,0.0090459114,2.3808569733,58.7770787569,10.0883770055,0.117
BMDS_TaCl2-TaCl2_452,10.311938,0.0346264662,539.1876301951,3931.4193642198,2.4335527306,186.6418719906,1.1218489812,3.3333333333,0.7563020377,37.705428685,3.1421190571,0.0002796486,1.5050750283,48.125669203,9.4263571712,0.202
BMDS_BiVAs-AsVBi_78,21.417028,1.596993815869E-05,3670.8630520819,3189.2727617629,3.2465039757,191.962563274,1.135647336,2,0.7417526133,33.6776426797,3.367764268,1.6906176625,1.1079944442,53.3525000666,0,1.414
BMDS_SeTaTe-TeTaSe_152,30.336956,0.000034398,2603.2069161341,3131.4418567451,2.5773616635,129.6812456492,1.1480058148,2.6666666667,0.7109921863,39.6248250595,3.6022568236,0.0846530354,0.7276558784,54.1366184928,3.6022568236,0.138
BMDS_PdTe2-PdTe2_534,15.325184,4.69394744438484E-05,2924.5004398303,3517.9312987359,2.5199808392,47.9957036731,1.1634497269,2.6666666667,0.6731005462,24.2811317064,4.0468552844,0.0951010992,0.8174647675,43.8838585844,0,0.986
BMDS_BrBiS-SBiBr_103,3.416716,2.0569780288969E-05,1595.1437446134,4105.7412893078,1.7895367306,117.4711893499,1.1754291389,4,0.6677163796,4.107384243,4.107384243,0.0110488636,2.908028044,34.410005549,12.322152729,0.079
BMDS_Re2S2-Re2S2_647,8.042817,0.000028534,1477.5294283332,3803.0137412758,2.0620775553,162.0732146642,1.3070072766,2,0.6929927234,34.2408199995,3.8045355555,0.0102342006,2.6936111733,51.5632574348,11.4136066665,0.259
BMDS_SeCrTe-TeCrSe_343,10.293495,4.41233330616548E-05,2421.3051765765,2912.6291617053,3.0537091264,150.7745453546,1.1412894793,2.6666666667,0.7233203201,33.5054545232,3.3505454523,0.0787378181,0.6768101814,44.6575228303,3.3505454523,0.146
BMDS_SeZrS-SeZrS_31,5.074712,8.83505551923163E-06,1650.5821697966,3630.1733518147,2.0396239473,328.6722961527,1.1754856991,2.6666666667,0.6573571529,44.8954758547,3.7412896546,0.0431931891,1.9248935273,26.1867689776,5.6119344818,0.065
BMDS_ClSbSe-SeSbCl_282,3.994063,0.000007044,1937.4890176479,3690.6420356411,1.7701786126,55.3007998964,1.1437195548,4,0.7179857361,3.9220425458,3.9220425458,0.0800096679,1.2589756572,29.7571692716,3.9220425458,0.193
BMDS_ClTiI-ITiCl_341,7.160122,5.34378572213144E-05,1371.9428634235,3576.2367415698,2.509334088,237.9665662032,1.1438530083,3.3333333333,0.7209054977,46.1038056728,3.5464465902,0.0159235452,0.7589395703,32.2323076408,3.5464465902,0.336
BMDS_NiTe2-NiTe2_417,32.625345,5.25101784624685E-05,2738.0767420223,3293.6790632386,2.7903726982,41.6777518643,1.1770940695,2.6666666667,0.6458118694,22.7333191987,3.7888865331,0.0890388335,0.7653550797,43.6844163534,3.7888865331,0.246
BMDS_Zr2Se2-Zr2Se2_617,13.481626,8.53279097257638E-06,1775.5681299296,3382.2056887929,3.4431266899,298.6836267149,1.1919970826,2,0.8080029065,43.1312096339,3.5942674695,0.0733230564,1.1537598577,44.2901780808,3.5942674695,0.162
BMDS_IBiSe-SeBiI_248,4.366696,2.07481534795528E-05,2056.9110613885,3918.124106815,2.3567299839,79.5283426569,1.141937998,4,0.7333867279,4.1637875737,4.1637875737,0.0849412665,1.3365758111,46.3558243762,8.3275751473,0.12
BMDS_BaBr2-BaBr2_365,1.683479,0.000067365,1324.8699929231,5681.7882051657,2.5881299656,1251.0999556949,1.1736944702,3.3333333333,0.6526110597,74.7669296232,4.9844619749,0.0060810436,2.3626349761,23.4866732316,9.9689239498,1.623
BMDS_Pt2O2-Pt2O2_643,11.807122,0.0454145014,8287.4081525976,3531.9119686293,1.4453619992,173.3478632879,1.3550930544,2,0.6449069456,24.3580135768,4.0596689295,2.9067229535,0.5399359676,45.1901972349,16.2386757178,2.484
BMDS_CuI2-CuI2_681,1592.171817,7.27732452742978E-05,1516.4196032514,3952.8435515541,2.0915913369,53.3108610682,1.1659203428,3.3333333333,0.6681593372,23.5194975301,3.919916255,0.017600424,0.8388620786,33.1058114177,3.919916255,0.05
BMDS_ZrTe2-ZrTe2_471,14.971454,2.55040959206092E-05,2862.8129788735,3443.7264031975,2.7990971482,293.1505278231,1.1463095603,2.6666666667,0.7073808794,47.5379234308,3.9614936192,0.0930951001,0.8002217111,41.7290402015,0,0.059
BMDS_ClSbSe-ClSbSe_222,3.994063,0.0215998943,1305.2557592576,4298.9508345018,1.7701786126,83.3434040992,1.1437195548,4,0.7179857361,5.8830638188,3.9220425458,0.0401793649,1.5688170183,29.7571692716,5.8830638188,0.085
BMDS_IAsSe-IAsSe_183,6.369508,3.04356218037288E-05,1685.054523307,3729.1766903953,1.9289523592,7.6519476565,1.1431403427,4,0.7291841174,5.7389607424,3.8259738283,0.0476142443,1.0234479991,37.1105921488,1.9129869141,0.166
BMDS_BiNbAs-AsNbBi_94,16.240663,7.79064629150578E-06,3789.2924844897,3292.1651218456,3.2807434324,236.3962283902,1.1306691363,2,0.7513066689,34.7641512339,3.4764151234,1.7451603919,1.1437405756,56.5535253298,3.4764151234,2.364
BMDS_SSbBr-BrSbS_176,3.857293,2.96318767403087E-05,1060.1901787016,4546.6921922571,1.5972800053,87.7508801032,1.1740190069,4,0.6697181149,7.9773527367,3.9886763683,0.0048661852,1.8906325986,26.5728377665,3.9886763683,0.027
BMDS_BiWAs-AsWBi_96,269.210717,1.16738196259387E-05,3602.6227044941,3129.985046932,3.3589203337,125.5960208906,1.1211940792,2,0.76480511,29.7464260004,3.3051584445,1.6591895391,1.0873971282,77.1086385037,6.610316889,0.798
BMDS_Sc2S2-Sc2S2_654,5.530367,5.95642384659351E-06,1780.7827290709,4583.5575650923,2.0619173195,355.8263976102,1.3389223247,2,0.6610776753,59.6100923832,4.5853917218,0.0123347037,3.246457339,12.3540960114,4.5853917218,3.814
BMDS_HgTe2-HgTe2_695,3.46443,1.98318312414902E-05,2537.0279987565,3051.8341119185,2.9523629536,14.3586811432,1.1076637557,2.6666666667,0.7846724949,14.0427199444,3.5106799861,0.0825009797,0.7091573572,60.1886051141,3.5106799861,1.547
BMDS_SeWS-SWSe_297,5.659311,2.21121144877823E-05,1261.0074570448,3245.7077301009,2.298184136,157.8045174899,1.1389968888,2.6666666667,0.7257468336,32.4700653271,3.2470065327,0.0087344476,2.2988806252,53.9299723254,9.7410195981,0.06
BMDS_ClSbSe-ClSbSe_27,3.791585,0.022205188,1341.8329326329,4419.4203048644,1.5629807054,85.6789357525,1.1709310745,4,0.6624093306,6.0479248767,4.0319499178,0.0413053109,1.6127799671,26.2741178135,6.0479248767,0.037
BMDS_HfSb2-HfSb2_501,13.322115,1.5558329660249E-05,2941.0807739678,2714.0027058456,4.5502145138,195.2519932263,1.0828185822,2,0.8343628358,35.7961987582,3.2541998871,0.7907705726,0.6736193766,77.5093086318,3.2541998871,0.168
BMDS_BrBiS-SBiBr_262,3.463721,2.00172236786678E-05,1552.2941269664,3995.4506368204,2.0229257545,114.3156144588,1.1481216968,4,0.7189987408,3.9970494566,3.9970494566,0.010752063,2.8299110153,38.8977131619,11.9911483698,0.23
BMDS_BrSbSe-SeSbBr_86,4.237027,7.32008071099723E-06,2013.4297724013,3835.2984126105,1.6725716564,57.4683396576,1.1680807123,4,0.6750570878,4.07576877,4.07576877,0.0831456829,1.3083217752,30.5510399245,4.07576877,0.058
BMDS_ISbS-SSbI_72,4.6928,0.000007437,1586.0757521019,4082.4011788059,1.8586970436,96.3832211083,1.1755944525,4,0.6754145805,4.0840347927,4.0840347927,0.0109860536,2.8914966332,30.4522553546,8.1680695854,0.072
BMDS_In2S2-In2S2_579,3.352476,2.56427388470265E-06,1525.0557517046,3925.3417689874,2.7129610805,179.0672115504,1.2358927387,2.5,0.7641072613,11.780737602,3.926912534,0.0105633947,2.7802540741,33.4408408325,7.853825068,0.122
BMDS_SbZrBi-SbZrBi_206,16.137087,1.92094338479533E-05,2413.3528159911,2561.3689445913,4.7735471091,221.6409041188,1.0829444189,2,0.8354263497,36.6624051926,3.3329459266,0.5361043523,0.5482696049,73.4696386074,1.6664729633,0.144
BMDS_TeSbCl-ClSbTe_130,4.425216,0.04623804,720.4738097032,5253.2449341533,1.7614560931,119.239255219,1.1712308197,4,0.6630663132,8.3971306492,4.1985653246,0.0003736723,2.0111127905,29.2788813362,8.3971306492,0.037
BMDS_Zr2Te2-Zr2Te2_618,15.346124,2.41745901263918E-05,2713.5770892728,3264.2080144257,3.8441114985,277.8688520275,1.1899554996,2,0.8100444944,45.0598138423,3.7549844869,0.0882421354,0.7585068663,51.5572564045,0,0.23
BMDS_BiMoAs-AsMoBi_61,199.436636,0.000012454,3620.9293882535,3145.8900281431,3.5767338517,189.3513533307,1.1231458209,2,0.7614269695,29.8975821048,3.3219535672,1.6676206907,1.0929227236,62.1521949434,3.3219535672,1.913
BMDS_TeSbBr-BrSbTe_177,4.865566,3.14778882995088E-05,1126.2380818427,4829.9427746144,1.8602354265,93.2175989486,1.1633019344,4,0.6754217561,8.4743271771,4.2371635886,0.0051693396,2.008415541,33.2007109101,4.2371635886,0.031
BMDS_CaI2-CaI2_380,2.040888,7.64429871128108E-07,1760.2362836066,4588.3992978904,2.625649491,581.9677411743,1.1637394664,3.3333333333,0.6725210673,68.252667065,4.5501778043,0.0204302983,0.9737380501,27.0228467361,4.5501778043,0.084
BMDS_BrSbTe-BrSbTe_191,5.186642,1.9959682727016E-05,2034.5826532274,4135.6083876581,2.1117708626,55.5750679209,1.1363081054,4,0.7315982295,6.1750075468,4.1166716978,0.0508820622,1.3914350339,37.6900111234,2.0583358489,0.04
BMDS_Hf2Se2-Hf2Se2_627,8.469765,1.30487788699845E-05,2159.4964026038,4113.5346454457,2.2908551901,323.9244603906,1.3084057282,2,0.6915942718,52.4574024924,4.3714502077,0.0891775842,1.4032355167,44.5785799635,8.7429004154,3.76
BMDS_WS2-WS2_716,13.549805,2.39459316804567E-05,1365.5862007962,3514.8830114221,1.4771675899,170.8916710235,1.1745191814,2.6666666667,0.6509616373,35.1628952723,3.5162895272,0.0094588188,2.4895329853,32.5550245788,10.5488685817,0.435
BMDS_SnTe2-SnTe2_709,3.995034,1.80029023077673E-05,3090.2559101499,3717.3213720053,1.9092048292,64.1433573911,1.1616408349,3.3333333333,0.6767183302,8.5524476521,4.2762238261,0.1004912599,0.8637972129,33.150790483,0,0.138
BMDS_SAsBr-BrAsS_157,4.463633,4.65547949414469E-05,987.7286474646,4235.9363628477,1.3343938036,33.4445365959,1.1742807307,4,0.6678189025,7.4321192435,3.7160596218,0.0045335927,1.7614122607,24.4603414994,0,0.194
BMDS_Rb2Cl2-Rb2Cl2_645,1.25964,0.0702903059,1099.005330285,8013.26031033,2.7191595601,1954.6411818356,1.1484476777,2.5,0.8515523223,102.4713594671,6.4044599667,0.0005699969,3.067736324,9.32513312,12.8089199334,0.12
BMDS_SeHfTe-TeHfSe_148,7.740992,2.7280239863218E-05,2796.756722876,3364.2662098305,2.4313737692,251.55562365,1.1664909062,2.6666666667,0.67857652,46.4410382123,3.8700865177,0.0909470332,0.7817574766,46.4569305656,3.8700865177,0.225
BMDS_ISbTe-ISbTe_211,5.981153,2.04706007687997E-05,2323.274985576,3931.837874752,2.3740954429,31.6188698454,1.1344428807,4,0.7413369831,6.2818946713,4.1879297809,0.0586100773,0.8710893944,41.4825713772,0,0.047
BMDS_Li2Rh-Li2Rh_511,10.851208,1.30777379763707E-05,1262.3912643616,1447.4551692145,5.216917923,272.9977802567,1.1003324993,0,0.7993350083,22.2599795342,2.7824974418,2.3567753332,9.9669058365,28.2239375539,8.3474923253,0.075
BMDS_HfTe2-HfTe2_503,9.651443,2.75567673300435E-05,2825.106182257,3398.3682564913,2.8689771727,254.1055293592,1.1360566721,2.6666666667,0.7278866574,46.9117900355,3.9093158363,0.0918689222,0.7896817989,53.5450037167,3.9093158363,0.181
BMDS_MoSb2-MoSb2_409,200.764913,2.9321284793947E-05,2995.0260817217,2763.7829473499,4.0989225194,145.8110907475,1.1084310224,2,0.7831379553,29.8249958347,3.3138884261,0.8052748875,0.6859749042,60.310585227,0,2.495
BMDS_BrBiS-BrBiS_43,3.416716,1.89966521238981E-05,1343.4432382021,4393.8742939546,1.7895367306,114.1852819555,1.1754291389,4,0.6677163796,6.1610763645,4.107384243,0.0080299362,2.4274640876,34.410005549,10.2684606075,0.056
BMDS_TeTaS-TeTaS_60,16.474467,2.65821415754051E-05,1967.7054389437,3309.9716430325,2.4746682213,160.4598591999,1.1566992691,2.6666666667,0.6999482632,38.9637627196,3.5421602472,0.0463845884,1.6116829125,49.1927268174,7.0843204945,0.226
BMDS_HgCl2-HgCl2_403,2.157467,0.0439988343,685.3724479358,4997.3077322687,1.6729234227,77.1243704525,1.1739172747,3.3333333333,0.6521654507,19.9700596718,3.9940119344,0.0003554671,1.9131317166,33.4982035183,11.9820358031,0.074
BMDS_Ga2Te2-Ga2Te2_602,5.04317,3.5696850454679E-05,2985.7275404605,3591.5824190107,2.5749529878,49.5789589648,1.2547866149,2.5,0.7452133849,12.3947397412,4.1315799137,0.097092128,0.8345791426,40.7654882477,4.1315799137,0.139
BMDS_Al2Se2-Al2Se2_593,3.51706,2.41637745755617E-05,1866.5996310129,3555.6077991562,2.1752056486,109.199856956,1.2413840173,2.5,0.7586159827,11.3356252896,3.7785417632,0.077082252,1.212911906,26.2964590419,3.7785417632,0.035
BMDS_Al2Te2-Al2Te2_594,4.255966,4.30451064158348E-05,2974.1826754439,3577.6949046071,2.4514200394,81.4889671129,1.2474517326,2.5,0.7525482674,12.3468131989,4.1156043996,0.0967167034,0.8313520887,31.9818607482,8.2312087993,0.003
BMDS_SWSe-SeWS_357,5.659311,2.21932896511002E-05,1604.0212271607,3055.4331472839,2.298184136,126.9579554291,1.1389968888,2.6666666667,0.7257468336,32.4700653271,3.2470065327,0.0662389333,1.042289097,53.9299723254,6.4940130654,0.01
BMDS_Bi2O2-Bi2O2_596,3.870781,0.0445150486,218.3002235955,5234.0267113532,2.636050226,170.0988968527,1.1526450779,3.5,0.8473549482,3.9835807225,3.9835807225,0.0010652095,3.6569271033,54.5228994802,15.9343228902,0.087
BMDS_Rh2Te2-Rh2Te2_649,12.008679,4.93308366391346E-05,2927.1222929335,3521.0851704081,2.6815805609,113.4135336149,1.2976521465,2,0.7023478535,28.3533834037,4.0504833434,0.0951863586,0.8181976354,47.0829913418,0,0.018
BMDS_Li2Ti-Li2Ti_513,27.094792,6.80947868235853E-06,1315.1947140908,1507.9994936411,5.0101438268,185.8547049905,1.0822789423,0,0.8354421245,8.6966522125,2.8988840708,2.455354808,10.3838027417,13.8716122073,5.7977681416,0.121
BMDS_GaAs-GaAs_733,5.327331,2.57635773367778E-06,2819.0372747974,3087.9863551026,1.2853024178,40.4769478975,1,2,1,4.0476947898,4.0476947898,1.8376534345,1.4207408712,19.8231767532,0,0.044
BMDS_FeBr2-FeBr2_388,5.288136,6.66778357688056E-05,956.9637552564,4103.9991896794,2.2462657674,147.6129193586,1.1788437761,3.3333333333,0.642312448,32.4028359568,3.6003151063,0.0043923844,1.7065493604,33.1907806246,0,0.055
BMDS_BrBiS-BrBiS_202,3.463721,1.84863537367889E-05,1307.3549362657,4275.8436562011,2.0229257545,111.1179748936,1.1481216968,4,0.7189987408,5.9955741849,3.9970494566,0.0078142317,2.3622562289,38.8977131619,9.9926236415,0.07
BMDS_AsMoBi-BiMoAs_317,25.331073,3.90627887410265E-05,1766.9947811064,2281.7732019063,3.9845808347,126.5848575737,1.1104548984,2,0.7876560002,29.2118902093,3.2457655788,0.2554417511,0.3959834006,69.2392710988,3.2457655788,0.027
BMDS_AsS2-AsS2_362,4.665886,1.13993996420593E-05,1350.5402211685,3476.1561568647,1.4321842642,36.8620000628,1.1663180198,3.6666666667,0.6673639605,3.4775471757,3.4775471757,0.0093546019,2.4621034004,22.4225380432,3.4775471757,0.038
BMDS_Al2O2-Al2O2_591,3.48766,0.0331994999,162.6435693567,3899.5873317122,2.2984086192,155.8172881611,1.2489787106,2.5,0.7510212894,8.9038450378,2.9679483459,0.0007936294,2.7245765816,18.0542330922,2.9679483459,0.247
BMDS_ITiCl-ClTiI_281,7.160122,0.0390831855,608.5702348804,4437.3139736733,2.509334088,302.8665388041,1.1438530083,3.3333333333,0.7209054977,46.1038056728,3.5464465902,0.0003156337,1.6987479167,32.2323076408,3.5464465902,0.223
BMDS_ZnBr2-ZnBr2_717,1.835166,6.44368822370655E-05,1041.2379657494,4465.4144362594,1.4940170377,69.2199956915,1.1793985912,3.3333333333,0.6412028702,19.5868691826,3.9173738365,0.0047791961,1.8568351985,24.243021957,0,0.004
BMDS_TiCl2-TiCl2_551,5.828853,0.0361433349,562.793372461,4103.5376901117,2.160179927,280.0848135674,1.1408213221,3.3333333333,0.7183573615,42.6358615501,3.2796816577,0.0002918917,1.570967514,21.4399347901,3.2796816577,0.218
BMDS_Ga2Se2-Ga2Se2_601,3.943383,1.7465153151883E-05,1885.4426698056,3591.5011179899,2.2808951818,80.5320654512,1.2500489893,2.5,0.7499510107,11.4500566992,3.8166855664,0.0778603856,1.2251560668,36.1603268349,0,0.038
BMDS_RuCl2-RuCl2_435,3.558776,0.0396666295,617.5177902626,4502.5539579056,1.6568917718,206.5589811251,1.1826695265,3.3333333333,0.634660947,32.3872966921,3.5985885213,0.0003202744,1.7237239017,26.9143256971,7.1971770427,0.073
BMDS_ISbS-ISbS_234,4.739977,1.85521370355526E-05,1541.6231269515,3993.2137600375,2.0957029415,67.0175815305,1.1466996711,4,0.7274847728,5.9659568128,3.9773045419,0.0142785233,1.8335373938,34.3352787606,3.9773045419,0.042
BMDS_IBiS-SBiI_105,4.029851,2.10004427289583E-05,1628.5407224877,4191.7017875133,2.0345152999,119.9306433802,1.1758447805,4,0.6758717359,4.1933791392,4.1933791392,0.0112801899,2.9689124305,37.8524539234,12.5801374175,0.121
BMDS_MgCl2-MgCl2_696,1.253105,0.0429334705,3596.9443333267,2874.8275565494,0.8535218235,220.5710176233,1.208632647,3.3333333333,0.5827347091,58.4552166846,3.8970144456,6.0793425352,3.9866457779,5.9935450787,0,0.545
BMDS_PbI2-PbI2_530,2.880294,3.34164480914637E-05,1742.9085808525,4543.2312600016,2.6062012121,63.5259428461,1.1352603274,4,0.7294793451,13.5161580524,4.5053860175,0.0202291832,0.9641526077,42.0757001198,4.5053860175,0.049
BMDS_AsWBi-BiWAs_156,269.210717,3.90603624969828E-05,1799.3282571804,2323.5263864765,3.3589203337,66.1031688898,1.1211940792,2,0.76480511,29.7464260004,3.3051584445,0.2601159696,0.4032293302,77.1086385037,0,0.397
BMDS_SbWBi-BiWSb_108,136.290491,3.98311787237674E-05,1834.8361564748,2369.3787986807,3.8635128305,67.4076471886,1.1125431304,2,0.7771192003,30.3334412349,3.3703823594,0.2652490917,0.4111866479,82.0538036912,0,1.074
BMDS_BiNbAs-BiNbAs_34,16.240663,2.21934341476898E-05,2840.9264388302,2868.0424767926,3.2807434324,205.1084922797,1.1306691363,2,0.7513066689,34.7641512339,3.4764151234,1.0093771311,0.7839316103,56.5535253298,3.4764151234,0.785
BMDS_WSe2-WSe2_565,5.931543,0.00002266,1637.7521850115,3119.6858422993,2.420511932,129.6277539149,1.1347735024,2.6666666667,0.7304529952,33.1528782391,3.3152878239,0.0676318716,1.0642073915,59.601679029,6.6305756478,0.082
BMDS_PbSe2-PbSe2_532,2.939408,9.21493973057997E-06,2412.3901573431,4595.2614130767,1.9043565906,88.3891940241,1.1746939999,3.3333333333,0.6506120002,9.7667617706,4.8833808853,0.0996209701,1.5675652642,31.0625564257,9.7667617706,0.213
BMDS_Os2O2-Os2O2_610,7.881819,0.0309648429,151.6746134738,3636.5926029784,2.8218803629,143.0944802298,1.1801572332,2,0.8198427659,22.1422793392,2.7677849174,0.0007401057,2.5408265542,95.6075835876,11.0711396696,0.167
BMDS_TaSb2-TaSb2_454,20.264667,2.38965515854333E-05,2966.2443883921,2737.2234613723,4.1749951109,101.7433181086,1.0973585425,2,0.8052829151,32.8204251963,3.2820425196,0.7975363323,0.6793828016,76.813230462,3.2820425196,0.368
BMDS_GeSe-GeSe_739,3.580375,5.0278948887756E-06,3130.548354625,3126.1427512175,1.3982479472,20.3759157596,1,3,1,3.6713361729,3.6713361729,1.1370128127,1.1766632434,24.1887856352,0,0.055
BMDS_TiBr2-TiBr2_550,6.587037,5.20071546855451E-05,922.2430926291,3955.097446531,2.3221653691,274.1053586068,1.1375945575,3.3333333333,0.724810885,45.1059450872,3.4696880836,0.0042330195,1.6446321516,33.0429023806,0,0.008
BMDS_ClAsS-SAsCl_80,3.884241,1.1966724682488E-05,1417.7538736092,3649.1574108039,1.2055081211,38.6965471734,1.1750435421,4,0.6605539536,3.6506176579,3.6506176579,0.0098201615,2.5846373018,19.3335126634,3.6506176579,0.094
BMDS_SBiCl-ClBiS_125,3.098817,0.044771361,697.822193187,5088.0834971768,1.6804659343,135.8232007718,1.1771409453,4,0.6572781451,8.1331257947,4.0665628974,0.0003619241,1.9478836278,30.2160621723,12.1996886921,0.094
BMDS_Ti2Br2-Ti2Br2_658,8.076385,5.61414931818174E-05,995.5573345605,4269.5101793284,2.4690074075,295.8955208062,1.2805224495,2.5,0.7194775505,48.6916679808,3.7455129216,0.0045695258,1.7753731248,29.3230315741,0,0.013
BMDS_ClZrI-IZrCl_328,5.706608,4.24531756767759E-05,1406.3205181162,3665.8488056569,2.7563062214,287.5531937004,1.1356343691,3.3333333333,0.7368585921,47.2590583831,3.6353121833,0.0163225517,0.7779568072,37.1029489388,0,0.152
BMDS_BrBiSe-SeBiBr_83,3.767419,2.08712585932062E-05,2069.1153411688,3941.3715304449,1.8562227232,80.0002085351,1.1693027994,4,0.6732593571,4.1884925935,4.1884925935,0.0854452489,1.3445061225,37.9221881908,8.3769851869,0.096
BMDS_SeHfS-SeHfS_11,4.509481,1.10149495811257E-05,1634.8445605386,3595.5611702494,2.0684040427,292.1879813193,1.1753165891,2.6666666667,0.6571476287,44.4674163073,3.7056180256,0.0427813601,1.9065404742,38.014727282,9.264045064,0.158
BMDS_ReS2-ReS2_703,8.779786,2.72698495324275E-05,1412.0691685885,3634.5255456819,1.3993190911,154.8927453442,1.1898983478,2.6666666667,0.6202033047,32.7238194389,3.6359799377,0.009780786,2.5742737959,31.1337130196,10.907939813,0.641
BMDS_VAs2-VAs2_460,19.631085,1.40231128006045E-05,3223.3641823406,2800.4824593363,3.0914493737,168.5612462325,1.1064218678,2,0.7871562646,29.5721484618,2.9572148462,1.4845218528,0.9729236844,44.722161986,0,0.512
BMDS_SeWS-SeWS_237,5.659311,2.21527020694413E-05,1432.5143421028,3150.5704386924,2.298184136,142.3812364595,1.1389968888,2.6666666667,0.7257468336,32.4700653271,3.2470065327,0.0374866904,1.6705848611,53.9299723254,8.1175163318,0.041
BMDS_ISbSe-ISbSe_13,5.123056,1.93899232832752E-05,1835.728065786,4062.6307446708,1.9208786789,50.4338073361,1.1682809256,4,0.6833150102,6.2521248764,4.1680832509,0.0518717961,1.1149622696,34.1123382877,2.0840416255,0.066
BMDS_TeHfSe-SeHfTe_254,8.723982,1.13078761359335E-05,1871.3872064158,3564.7274518973,2.7143215703,280.7080809624,1.1440555362,2.6666666667,0.7212909167,45.4587985364,3.7882332114,0.0772799575,1.2160228608,51.8632924006,7.5764664227,0.137
BMDS_Tl2O2-Tl2O2_613,3.513643,0.0405599872,198.8305807264,4767.217153583,4.9310465657,162.1847985122,1.2434790659,2.5,0.7565209339,10.8848858062,3.6282952687,0.0009702062,3.3307750567,60.8906551999,14.5131810749,2.685
BMDS_Cu2Se2-Cu2Se2_624,4.633769,3.43745378562821E-05,1833.6056258507,3492.7588945861,1.3477097638,65.3268401113,1.3330680009,2,0.6669319991,18.5587613953,3.7117522791,0.0757197465,1.1914724816,19.1236401627,0,3.053
BMDS_SSbI-ISbS_132,4.6928,3.06629332237643E-05,1579.9088595649,4118.3406849819,1.8586970436,41.2487514065,1.1755944525,4,0.6754145805,8.1680695854,4.0840347927,0.0183373162,0.8739834456,30.4522553546,0,0.075
BMDS_TeMoSe-SeMoTe_255,7.525866,2.42474064339257E-05,1698.5562646567,3235.5089980607,3.0277213169,199.7694716125,1.1351984693,2.6666666667,0.7349903873,34.3837300538,3.4383730054,0.0701428093,1.1037177347,49.6451125897,3.4383730054,0.041
BMDS_NiH2-NiH2_523,2.661059,0.0278701148,34.8519163323,3263.7911654559,2.0726786864,110.6828203694,1.1783937118,0,0.6432126108,22.3888113484,2.4876457054,0.004515077,35.5832841697,20.0200368335,7.4629371161,0.166
BMDS_SbVAs-AsVSb_261,22.202702,1.53275015053473E-05,3523.1920372899,3060.9751002876,3.2973553458,184.2403175464,1.1208324929,2,0.7683736688,32.3228627274,3.2322862727,1.6226077089,1.0634221837,46.0436552876,0,3.28
BMDS_ITiBr-BrTiI_278,7.510941,5.43541847326153E-05,963.8629863186,4133.5869755626,2.5915313144,286.4754549254,1.1389210389,3.3333333333,0.7267063456,47.1415305573,3.6262715813,0.0044240513,1.7188527296,37.3298075354,0,0.19
BMDS_ZnF2-ZnF2_719,1.301735,0.0383177831,183.152942354,5754.7681513483,1.0664360806,119.58004255,1.2141528566,3.3333333333,0.5716942935,17.1170974163,3.4234194833,0.000955134,2.8208976542,16.1291269872,6.8468389665,0.062
BMDS_ITiCl-ITiCl_221,7.160122,0.0195683117,990.2565491519,4006.7753576215,2.509334088,270.4165525037,1.1438530083,3.3333333333,0.7209054977,46.1038056728,3.5464465902,0.0081195895,1.2288437435,32.2323076408,3.5464465902,0.078
BMDS_CuSe2-CuSe2_387,47.991865,3.15154976483835E-05,1681.0987839652,3202.2549710754,2.358348315,59.8933979712,1.1580405801,2.6666666667,0.6839188399,17.0151698782,3.4030339756,0.0694218931,1.0923739062,37.6309381542,0,2.435
BMDS_Bi2Zr-Bi2Zr_374,16.880103,2.49537988888282E-05,1846.520064575,2384.4665786117,5.080889738,217.0780384511,1.0842731297,2,0.8314537415,37.3102878588,3.3918443508,0.2669381504,0.4138050108,86.0695932273,3.3918443508,0.003
BMDS_SbWAs-SbWAs_185,19.457447,1.91955606570022E-05,3146.5695080751,2810.7616155653,3.4470224252,99.4261548459,1.1067503849,2,0.7924374538,28.4074728131,3.1563858681,1.1757537359,0.8459114127,73.9667110901,4.7345788022,0.019
BMDS_SeSbBr-BrSbSe_146,4.237027,3.02788861926494E-05,1083.3393390774,4645.968820972,1.6725716564,89.6669129409,1.1680807123,4,0.6750570878,8.1515375401,4.07576877,0.0049724379,1.931914397,30.5510399245,4.07576877,0.09
BMDS_SrCl2-SrCl2_449,1.53902,0.0490335662,765.0847178264,5578.5198073683,2.5106183876,814.1286099948,1.1787127904,3.3333333333,0.6425744194,66.878034775,4.4585356517,0.0003968097,2.1356385771,15.7776273704,8.9170713033,1.809
