bilayers,$\epsilon_{r}$,"$\overline{MV}_{int, NN}$",$\overline{M}_{int}$,$\overline{IE}_{int}$,PF,"$\overline{\alpha}_{int, NN}$",$\overline{BL}_{max}$,"$\overline{N}_{p, v}$",$\overline{BL}_{min}$,"$\overline{Gr}_{int, NN}$",a,$\overline{\kappa}_{int}$,"$\overline{C}_{int}^{p, g}$",$\rho$,"$\overline{P}_{int, NN}$",Y_Corr
BMDS_SeAsBr-BrAsSe_302,5.159542,4.65717723751027E-05,988.088848763,4237.4811087468,1.6122333434,33.4567330281,1.1434093959,4,0.7232812309,7.4348295618,3.7160899915,0.004535246,1.7620546061,32.748496679,0,0.085
BMDS_ClBiTe-TeBiCl_263,4.215536,3.84775562478823E-06,3025.7008485413,3639.6669908906,2.1882216144,41.8689404221,1.1401236133,4,0.7207689958,4.1868940422,4.1868940422,0.09839201,0.8457525965,41.1640085973,4.1868940422,0.019
BMDS_Li2Os-Li2Os_508,14.921803,1.22575977851232E-05,1219.5503375291,1398.3338525924,5.462972796,287.9258646401,1.0867798201,0,0.8264403689,18.816487828,2.6880696897,2.2767950272,9.6286656286,53.2943221455,10.7522787589,0.014
BMDS_IBiSe-IBiSe_188,4.366696,1.9369939792671E-05,1833.8361421297,4058.4437480474,2.3567299839,71.2007675096,1.141937998,4,0.7333867279,6.2456813605,4.1637875737,0.0518183364,1.113813176,46.3558243762,6.2456813605,0.004
BMDS_TeNbSe-TeNbSe_14,21.187878,2.71670745677498E-05,2181.434328379,3245.8127699312,2.6050333487,231.4723684462,1.1458115206,2.6666666667,0.7153434478,39.4453300218,3.5859390929,0.0787113631,0.9377230728,42.2859977738,1.7929695464,0.157
BMDS_BrSbS-SSbBr_279,3.961519,7.06905236182607E-06,1507.5986684452,3880.4089735757,1.8042952451,91.6142974954,1.1468198851,4,0.7208245331,3.8819617583,3.8819617583,0.0104424771,2.7484289249,30.0168064904,7.7639235166,0.037
BMDS_BrSbTe-TeSbBr_117,4.865566,9.60988701888356E-06,3062.0286389182,3683.3663075465,1.8602354265,21.1858179429,1.1633019344,4,0.6754217561,4.2371635886,4.2371635886,0.0995733443,0.8559070449,33.2007109101,0,0.079
BMDS_SMoSe-SeMoS_332,6.202025,2.29253393209238E-05,1605.9440760829,3059.0959020121,2.5716262935,188.8772283814,1.1395978315,2.6666666667,0.7246405434,32.5089893944,3.2508989394,0.0663183384,1.0435385596,37.8834083416,3.2508989394,0.167
BMDS_ScS2-ScS2_440,512.521505,4.86149276861645E-06,1453.4328957813,3740.9916639792,2.1807346797,290.4171199728,1.1766916612,2.6666666667,0.6466166777,48.6523525728,3.7424886594,0.0100672945,2.6496819709,15.4698829175,3.7424886594,0.651
BMDS_K2Br2-K2Br2_628,1.299658,0.0001270415,1682.4934533387,7215.4788843519,2.4151005052,1700.8502291652,1.2878077848,2.5,0.7121922152,101.2787631807,6.3299226988,0.0077225057,3.0003833592,9.3626895276,0,0.049
BMDS_Sc2O2-Sc2O2_653,3.072756,0.0468580925,229.6608065455,5506.4111992721,2.1506547263,384.3046708069,1.2504058567,2,0.7495943958,54.4815781951,4.1908906304,0.0011206442,3.8472375987,12.0521349902,8.3817812608,1.165
BMDS_AuTe2-AuTe2_476,14.55043,3.9460425496524E-05,2785.0836106376,3350.2244246634,2.5780836594,7.7078670762,1.1424371252,2.6666666667,0.7151257496,19.2696676905,3.8539335381,0.0905674381,0.7784945747,58.1403437594,3.8539335381,0.602
BMDS_BiMoAs-BiMoAs_197,25.331073,2.56155819480001E-05,2652.4396310068,2677.7566025216,3.9845808347,155.7967477831,1.1104548984,2,0.7876560002,29.2118902093,3.2457655788,0.9424080358,0.731920138,69.2392710988,3.2457655788,1.081
BMDS_BiTiSb-SbTiBi_336,16.486481,2.4704535740792E-05,2953.3684274885,2725.3416412461,4.5092877725,186.2643567758,1.0899708691,2,0.8214348319,35.945753062,3.2677957329,0.7940743631,0.6764337167,68.4418327168,3.2677957329,0.078
BMDS_CoH2-CoH2_487,7.150095,0.0272435415,34.0684701298,3190.4234696869,2.1734151459,122.785100804,1.1730073598,0,0.6539852805,19.4538016444,2.4317252056,0.0044135812,34.7833973402,21.0759721726,7.2951756167,1.872
BMDS_Tl2S2-Tl2S2_587,4.285528,3.42513313208977E-06,1583.5532180695,4075.9084271868,4.1814665687,124.7727069547,1.2360851517,2.5,0.7639148483,12.2326183289,4.077539443,0.0109685811,2.8868979256,49.8721423104,12.2326183289,0.179
BMDS_AsB-AsB_729,4.774271,1.47395994621898E-05,5830.0440578703,2963.5209411094,1.1014035438,16.1097785194,1,2,1,3.3915323199,3.3915323199,1.3159145401,2.2977631467,17.5329531777,3.3915323199,0.01
BMDS_BiNbSb-SbNbBi_352,19.597376,2.44622290884396E-05,3012.0535974864,2779.4957847083,4.5026467047,183.3000817254,1.0950993407,2,0.8115315435,33.3272875864,3.3327287586,0.8098530884,0.689874853,74.1855966588,0,0.147
BMDS_HgBr2-HgBr2_402,2.529831,4.47908455357201E-05,1101.3327237183,4723.1345815141,1.8293709726,53.4921198766,1.1687705596,3.3333333333,0.6624588808,20.7173198593,4.1434639719,0.005055026,1.9640019227,40.7314175462,8.2869279437,0.029
BMDS_AsVSb-SbVAs_162,22.030695,0.000032141,2951.7682983844,2723.8650565985,3.0131312494,143.7051108997,1.1298777536,2,0.7490992408,32.6602524772,3.2660252477,0.7936441352,0.6760672263,42.0748029964,3.2660252477,0.392
BMDS_SbHfBi-BiHfSb_84,46.272595,2.6432796198725E-05,1805.9756840595,2332.1104075933,4.4841700117,182.4552950464,1.0893054599,2,0.8225032291,36.4910590093,3.3173690008,0.2610769404,0.4047190181,83.2889276706,0,0.134
BMDS_IHfBr-BrHfI_293,5.686804,4.43920913749949E-05,966.3732913574,4144.352576442,2.9361948962,298.1287053849,1.1283600041,3.3333333333,0.7472337011,47.2643069513,3.6357159193,0.0044355734,1.7233293458,56.138890018,7.2714318387,0.116
BMDS_PdS2-PdS2_427,7.102072,2.66582113909895E-05,1378.5596505732,3548.2753803506,1.9111547777,23.924946042,1.1816664829,2.6666666667,0.6366670342,21.2981715507,3.5496952585,0.0095486802,2.513184243,27.237258464,7.0993905169,0.437
BMDS_BiTaAs-BiTaAs_2,13.914902,2.20969114345122E-05,2854.9558931673,2882.2058392842,3.2545923142,122.2753992424,1.1325245333,2,0.7482015568,34.935828355,3.4935828355,1.0143617763,0.7878029294,69.211168136,3.4935828355,0.704
BMDS_HfI2-HfI2_499,6.087155,4.62506440669107E-05,1455.9412203828,3795.1948471863,3.0465952212,263.8270118879,1.1274437273,3.3333333333,0.7451125456,48.9265499935,3.7635807687,0.0168984777,0.8054062845,56.6775905082,3.7635807687,0.006
BMDS_TeTiS-TeTiS_213,12.887085,2.76515827298992E-05,1973.4991613395,3319.7175412031,2.5183059004,253.2996529379,1.154301152,2.6666666667,0.7086499168,42.6310776333,3.5525898028,0.0465211635,1.6164283603,31.933255911,3.5525898028,0.158
BMDS_Al2Se2-Al2Se2_573,3.410101,2.42439211495669E-05,1872.7907815303,3567.4010636032,2.1600699988,109.562051794,1.24631962,2.5,0.75368038,11.3732233696,3.7910744565,0.0773379189,1.2169349005,26.1134814018,3.7910744565,0.077
BMDS_Zr2I2-Zr2I2_665,8.999628,4.8772210512394E-05,1615.6473400171,4211.5000069103,2.9462960722,330.3546713076,1.271011203,2.5,0.728988797,54.2934352339,4.1764180949,0.0187521172,0.8937534723,39.3901477726,0,0.07
BMDS_TeZrSe-TeZrSe_225,8.589191,1.68139415331101E-05,2321.4764078159,3454.1850155912,2.6853857801,299.7583085397,1.1440568059,2.6666666667,0.7221194277,45.7937581474,3.8161465123,0.0837644159,0.997922313,39.6816481315,1.9080732561,0.165
BMDS_HfS2-HfS2_398,3.968533,1.07881573023695E-05,1415.4353952528,3643.1898781921,2.1338746559,304.6925508372,1.1712887951,2.6666666667,0.6574224099,43.7357728474,3.6446477373,0.0098041024,2.580410598,35.8563312182,10.9339432119,0.188
BMDS_SbTiBi-SbTiBi_55,36.444573,3.00394786604659E-05,2376.2807782003,2522.0231988385,4.168460876,178.855256131,1.0965123776,2,0.8081558438,36.0992260081,3.2817478189,0.5278691367,0.5398475162,63.2687724431,4.9226217284,0.002
BMDS_Bi2Se2-Bi2Se2_576,6.390947,2.45161054993543E-05,2430.4547695527,4629.671939573,2.1993222004,93.9710244908,1.2389454112,3.5,0.7610545888,4.9199489262,4.9199489262,0.1003669581,1.5793036053,44.6948198232,9.8398978524,0.372
BMDS_SrI2-SrI2_547,1.964157,3.5294116130127E-05,1790.1571817149,4666.3939564206,2.9382466363,760.3019903212,1.1386260282,3.3333333333,0.7227479436,69.4128414779,4.6275227652,0.0207775772,0.9902898718,29.485025539,0,0.131
BMDS_CaI2-CaI2_486,2.094145,0.000000737,1696.9880941936,4423.5305523714,2.7706709974,561.0566815235,1.1382744676,3.3333333333,0.7234510647,65.8002363006,4.38668242,0.0196962041,0.9387500379,28.5153894214,4.38668242,0.033
BMDS_BiTaSb-SbTaBi_128,22.519655,2.42637559799165E-05,3011.8249388173,2779.2847805591,4.190023093,103.306748438,1.100742829,2,0.7999696854,33.3247575607,3.3324757561,0.8097916087,0.6898224815,83.3814990336,3.3324757561,0.16
BMDS_SbVAs-SbVAs_201,22.202702,2.35682153577056E-05,3222.2338624348,2878.3509258777,3.2973553458,163.2304567735,1.1208324929,2,0.7683736688,32.3228627274,3.2322862727,1.2040266366,0.8662527211,46.0436552876,1.6161431364,0.565
BMDS_IBiS-SBiI_264,4.013517,2.0474908527254E-05,1587.7866365105,4086.8048250486,2.2902558858,116.9293897523,1.1479271643,4,0.7262709933,4.0884402011,4.0884402011,0.0109979041,2.8946156624,42.6105448278,12.2653206034,0.077
BMDS_ZrS2-ZrS2_725,2.604464,9.20435159574342E-06,1521.7547831941,3916.8454044722,1.5176670926,362.8450224631,1.1850066825,2.6666666667,0.6299866388,47.020953235,3.9184127696,0.0105405304,2.7742362409,16.3293652956,7.8368255392,0.08
BMDS_TeNbSe-SeNbTe_74,21.187878,1.98804463309932E-05,1771.4539118887,3374.3686864114,2.6050333487,247.7883913188,1.1458115206,2.6666666667,0.7153434478,39.4453300218,3.5859390929,0.0731531575,1.1510864488,42.2859977738,3.5859390929,0.369
BMDS_Bi2Hf-Bi2Hf_368,15.683663,2.68017520654642E-05,1831.1839639105,2364.6626132055,5.1425729759,185.0020536647,1.0843460029,2,0.8313079955,37.0004107329,3.363673703,0.2647211204,0.4103681918,102.0445084791,0,0.029
BMDS_ClAsS-ClAsS_20,3.884241,0.0201170864,1022.0999318496,4108.4051121635,1.2055081211,47.4580295523,1.1750435421,4,0.6605539536,5.4759264868,3.6506176579,0.0050725332,2.1666415799,19.3335126634,3.6506176579,0.088
BMDS_SbSe2-SbSe2_541,11.794062,6.72255584609044E-06,1849.0771647933,3522.2299839483,2.1329906914,52.7773036915,1.1319075088,3.6666666667,0.7361849824,3.7430711838,3.7430711838,0.0763586521,1.20152585,38.829949452,3.7430711838,2.296
BMDS_Bi2Ta-Bi2Ta_371,22.771674,3.53703142205754E-05,1839.4725890028,2375.3659626542,4.8224203555,87.8513727297,1.0955864923,2,0.8088270155,33.7889895114,3.3788989511,0.2659193475,0.412225672,101.8581302528,0,0.363
BMDS_SeZrTe-TeZrSe_153,9.309343,2.50516731106224E-05,2812.0289049584,3382.637377301,2.4163320844,287.9502656393,1.1656289336,2.6666666667,0.6809895153,46.6946376712,3.8912198059,0.0914436654,0.7860264008,35.7058714818,0,0.081
BMDS_SeTaS-SeTaS_30,13.584806,1.88407991713827E-05,1518.9006447566,3340.5623455446,2.1441727044,171.624273859,1.1558736851,2.6666666667,0.6934152263,37.8709531083,3.4428139189,0.0397472867,1.7713277613,44.5601410321,8.6070347973,0.151
BMDS_BiWAs-BiWAs_227,18.127787,2.48057677165407E-05,2641.2082577143,2666.4180281624,3.7635764157,93.7286337172,1.1090915389,2,0.7902730704,29.0881966709,3.2320218523,0.9384175448,0.7288209277,86.3980757169,3.2320218523,0.54
BMDS_ZrO2-ZrO2_467,2.516778,0.0366877812,179.7972087754,4310.867748358,2.0447684933,350.079601758,1.1936219287,2.6666666667,0.6127561428,39.3716515567,3.2809709631,0.0008773316,3.0119313441,24.034396944,9.8429128892,0.774
BMDS_GeO2-GeO2_685,1.647414,0.033643314,164.871690553,3953.0093835325,1.1490793996,104.398679967,1.2053513586,3.3333333333,0.589297672,6.0172149837,3.0086074918,0.0008045016,2.7619016775,19.9844468961,6.0172149837,0.059
BMDS_HgCl2-HgCl2_693,1.851258,0.045425103,707.5895209735,5159.3007496621,1.3307142906,79.6244385198,1.1808231035,3.3333333333,0.6383538488,20.6174102848,4.123482057,0.0003669899,1.9751479053,26.6458927676,12.3704461709,0.114
BMDS_Ti2S2-Ti2S2_661,180.088374,2.35342595765655E-05,1592.5710139667,4099.1193365978,1.9040816397,330.5212270206,1.326553838,2,0.673446162,49.2091156854,4.1007596405,0.0110310434,2.9033378254,16.1150216431,4.1007596405,3.401
BMDS_Al2S2-Al2S2_572,3.019099,2.28842713522032E-05,1395.1861259563,3591.0702737304,2.0577093542,137.952279423,1.2444800247,2.5,0.7555199753,10.7775218299,3.5925072766,0.0096638446,2.5434951519,16.3101191425,0,0.131
BMDS_Bi2Nb-Bi2Nb_481,15.448133,3.56111246953527E-05,1841.6164419255,2378.1343840442,4.8497744545,169.1418480828,1.0930461297,2,0.8139077456,33.8283696166,3.3828369617,0.2662292689,0.4127061093,87.3774916339,3.3828369617,0.18
BMDS_TiI2-TiI2_552,8.056849,5.66710854230129E-05,1454.9515128678,3792.6149814552,2.7676988209,252.3646025939,1.1360304885,3.3333333333,0.7279390231,48.8932911136,3.7610223934,0.0168869905,0.8048587922,40.2081998412,3.7610223934,0.202
BMDS_SbHfBi-BiHfSb_247,15.576315,2.63590958781004E-05,1800.9402354465,2325.6079822169,4.8315505644,181.9465704437,1.0832325666,2,0.834853969,36.3893140887,3.3081194626,0.2603490017,0.4035905744,89.7411704817,0,0.165
BMDS_NiS2-NiS2_524,566.242617,3.46316878555457E-05,1376.618454,3543.2789335111,1.845881944,104.9230256422,1.1820092033,2.6666666667,0.6359815955,21.2681808734,3.5446968122,0.0095352344,2.5096453431,20.149958323,3.5446968122,0.44
BMDS_GeS2-GeS2_686,2.578943,9.52606322158864E-06,1363.1326133884,3508.5677215549,1.3549452893,72.3054172309,1.1748539471,3.3333333333,0.6502921059,7.0199434205,3.5099717102,0.0094418239,2.4850599708,18.5837154608,3.5099717102,0.013
BMDS_Bi2Hf-Bi2Hf_480,13.825527,2.67531268056322E-05,1827.8617260274,2360.3725080772,5.1759664394,184.6664124385,1.0814388905,2,0.8371222198,36.9332824877,3.3575711352,0.2642408483,0.4096236785,102.7071377866,0,0.073
BMDS_Li2Ru-Li2Ru_512,143.438593,1.29687686263392E-05,1225.7917996008,1405.4902998795,5.3877639753,248.8720208528,1.089809686,0,0.8203806335,18.9127875801,2.7018267972,2.2884472972,9.6779435874,29.6011416109,8.1054803915,0.246
BMDS_Pt2Te2-Pt2Te2_611,6.537416,0.000049422,3189.1495912903,3836.2822623483,2.6013953838,44.1307058823,1.2597440094,2,0.7402559946,26.4784235294,4.4130705882,0.1037071588,0.8914402588,63.9404521809,4.4130705882,0.288
BMDS_SbTiBi-SbTiBi_216,16.486481,2.99117682411825E-05,2366.1782122421,2511.3010207406,4.5092877725,178.0948674435,1.0899708691,2,0.8214348319,35.945753062,3.2677957329,0.5256249436,0.5375523981,68.4418327168,4.9016935994,0.219
BMDS_AsNbBi-BiNbAs_346,15.621845,3.61349073696137E-05,1868.7036736029,2413.1129363388,3.5984849404,171.6296540782,1.1209275621,2,0.7720901643,34.3259308156,3.4325930816,0.2701450755,0.418776356,62.0307602283,3.4325930816,0.128
BMDS_PbS2-PbS2_531,2.49544,9.04646136103003E-06,1837.4914927665,4729.5202805887,1.8181800666,130.5869945421,1.1794661424,3.3333333333,0.6410677152,9.4628256915,4.7314128457,0.0127275006,3.3498402948,24.9702284855,14.1942385372,0.115
BMDS_WSb2-WSb2_564,356.874432,2.77889146389598E-05,2909.8673702235,2685.1992595172,4.0280854838,80.4915845179,1.0984913203,2,0.8030173594,28.9769704264,3.2196633807,0.7823782015,0.6664703198,79.7443249218,3.2196633807,0.166
BMDS_AlN-AlN_728,1.757616,0.0174862344,1557.783540354,3094.8700007956,1.3447608355,78.7864673402,1,2,1,3.1264471167,3.1264471167,3.7052459587,3.0279640325,9.8084039552,1.5632235583,0.781
BMDS_IAsTe-TeAsI_100,6.843801,3.01121707729267E-05,2953.8294191344,3553.2116265651,1.9137644,32.6995203181,1.1662104187,4,0.678834062,4.0874400398,4.0874400398,0.0960548409,0.825662888,35.6581338055,4.0874400398,0.054
BMDS_CdI2-CdI2_383,2.646189,5.50128912040024E-05,1676.5193762619,4370.1748456055,2.3765531523,56.7724022981,1.1636602182,3.3333333333,0.6726795638,21.668855839,4.3337711678,0.0194586325,0.9274270299,37.4543246837,0,0.064
BMDS_BiWSb-SbWBi_168,136.290491,2.90897701442576E-05,3046.0841688075,2810.8988877663,3.8635128305,84.2595589858,1.1125431304,2,0.7771192003,30.3334412349,3.3703823594,0.8190029133,0.6976691484,82.0538036912,3.3703823594,2.578
BMDS_TeTiSe-SeTiTe_76,21.942237,2.10257464687768E-05,1801.998396179,3432.5516008187,2.4063830249,259.3564493286,1.1619888931,2.6666666667,0.6879055779,43.773240393,3.6477700328,0.0744145087,1.1709341805,34.629014002,0,0.023
BMDS_ISbSe-SeSbI_295,5.18592,7.28107282928356E-06,2002.7004329989,3814.8605414008,2.1721487671,57.1620973791,1.1409256898,4,0.7343759823,4.0540494595,4.0540494595,0.082702609,1.3013498765,38.57457234,4.0540494595,0.063
BMDS_ZrTe2-ZrTe2_571,10.1765,2.52934379677045E-05,2839.1668036256,3415.2820169813,2.8463816864,290.7291720426,1.1352100371,2.6666666667,0.7295799259,47.145271142,3.9287725952,0.092326156,0.7936120642,42.4339597846,0,0.076
BMDS_TeBiCl-ClBiTe_323,4.215536,0.0460961626,718.4710176427,5238.6418256094,2.1882216144,139.8422610097,1.1401236133,4,0.7207689958,8.3737880844,4.1868940422,0.0003726336,2.0055222462,41.1640085973,12.5606821266,0.134
BMDS_SHfTe-TeHfS_178,7.73523,2.67986124686162E-05,2747.3805201547,3304.8707361283,2.3513384067,247.1144574351,1.175714597,2.6666666667,0.6678667519,45.6211306034,3.8017608836,0.0893413808,0.7679556985,42.2079635882,3.8017608836,0.075
BMDS_IAsS-IAsS_21,5.667206,0.000030491,1488.0039253685,3854.3257725519,1.6258732254,25.9130467776,1.1778067267,4,0.668876581,5.7584548395,3.838969893,0.0137819019,1.7697651207,28.6333883503,3.838969893,0.014
BMDS_AsTe2-AsTe2_364,10.915383,2.83018624800634E-05,2776.2486683647,3339.5967223998,2.336248851,30.7336636135,1.1421575736,3.6666666667,0.7156848529,3.8417079517,3.8417079517,0.0902801369,0.7760250062,43.6219640681,3.8417079517,0.117
BMDS_Bi2Te2-Bi2Te2_577,7.95871,0.000004813,3784.7107534538,4552.6929094974,2.3341972062,52.3719419015,1.2549107322,3.5,0.7450892678,5.2371941902,5.2371941901,0.1230740635,1.0579132264,45.5334705699,5.2371941902,0.191
BMDS_Tl2Te2-Tl2Te2_616,6.855981,1.47338002111549E-05,3277.1708404411,3942.1645194081,4.0640660725,54.4184680006,1.2340266533,2.5,0.7659733454,13.6046170001,4.5348723334,0.1065694998,0.9160442113,55.6968401317,4.5348723334,0.301
BMDS_ISbSe-ISbSe_235,5.18592,1.88594380856498E-05,1785.5047332056,3951.4820081864,2.1721487671,49.0539984601,1.1409256898,4,0.7343759823,6.0810741893,4.0540494595,0.0504526455,1.0844582304,38.57457234,2.0270247298,0.013
BMDS_AgI2-AgI2_667,22768.303844,6.1747213866944E-05,1550.4939429071,4041.6649658202,2.3794349615,88.5767510359,1.1474326379,3.3333333333,0.7051348135,24.0479867066,4.0079977844,0.0179959101,0.8577115259,35.5966051611,0,1.117
BMDS_MgCl2-MgCl2_406,1.632079,0.0403855338,629.0412569044,4586.5758778484,1.9975136951,207.4809740139,1.1756249499,3.3333333333,0.6487501004,54.9861238553,3.6657415904,0.000326251,1.7558902218,14.0268099161,0,0.044
BMDS_Ga2S2-Ga2S2_600,3.318572,1.65137124867968E-05,1409.1991609256,3627.13843151,2.1768529178,111.0348499442,1.2497325078,2.5,0.7502674923,10.8857696024,3.6285898675,0.0097609067,2.5690416262,27.4753680838,3.6285898675,0.029
BMDS_TeWS-TeWS_214,6.686788,2.97758447317628E-05,1868.0647701103,3142.3612975996,2.6780117968,132.1577387722,1.1395060646,2.6666666667,0.7302942088,33.6279233517,3.3627923352,0.0440357656,1.5300705125,58.7770787569,6.7255846703,0.003
BMDS_TiSb2-TiSb2_553,15.331553,2.41952917429415E-05,2892.4895200312,2669.1631367213,4.2444008147,182.4248186968,1.0889359826,2,0.822128039,35.2047895731,3.2004354157,0.777705806,0.6624901311,55.4540638917,3.2004354157,0.201
BMDS_SbTiAs-AsTiSb_112,78.192762,8.33482850402353E-06,3691.573778702,3207.2663930558,3.0520941065,237.0735454212,1.1287435197,2,0.755036841,37.2544142805,3.3867649346,1.7001559972,1.1142456635,40.4574330021,0,0.509
BMDS_SbZrBi-SbZrBi_9,48.670065,0.000019265,2420.3314856622,2568.7756311113,4.4309609447,222.2818210396,1.0892149807,2,0.8226585365,36.7684215253,3.342583775,0.5376546002,0.549855031,68.1968967415,1.6712918875,0.036
BMDS_TeZrS-TeZrS_15,9.004983,1.68219131887482E-05,2126.9468522776,3577.8392578185,2.3296979853,318.9405641568,1.1755702687,2.6666666667,0.6692280249,45.9458195664,3.8288182972,0.0501383756,1.7421123252,31.0273505776,3.8288182972,0.055
BMDS_SbMoBi-BiMoSb_67,151.846249,4.05787023873464E-05,1835.5667286806,2370.3222084175,4.0958693326,131.4972491156,1.1125985074,2,0.7769821013,30.3455190267,3.3717243363,0.2653547053,0.411350369,67.9667649517,3.3717243363,0.221
BMDS_SeHfS-SHfSe_71,4.509481,1.09686293558056E-05,1439.1138164259,3704.1357783998,2.0684040427,309.789666941,1.1753165891,2.6666666667,0.6571476287,44.4674163073,3.7056180256,0.0099681125,2.6235775621,38.014727282,11.1168540768,0.013
BMDS_Bi2W-Bi2W_373,34.998568,4.03938268915531E-05,1860.7547266679,2402.8482234525,4.4796102263,68.3598356601,1.106877293,2,0.7862454142,30.761926047,3.417991783,0.2689959533,0.4169949975,100.3245059254,0,0.792
BMDS_ZnI2-ZnI2_466,2.872078,6.77517528792582E-05,1585.77962254,4133.6439740709,2.3045546912,23.6524451908,1.1661809667,3.3333333333,0.6676380668,20.4960530249,4.099210605,0.0184054556,0.8772310695,36.6907381689,4.099210605,0.05
BMDS_SeTiTe-TeTiSe_359,14.084605,3.56169236150309E-05,2618.9383414365,3150.3654556926,2.6157160517,224.689587315,1.1462264074,2.6666666667,0.7182981172,43.4883072223,3.6240256019,0.0851646016,0.7320531716,37.6414173636,3.6240256019,0.084
BMDS_TeHfS-TeHfS_224,10.205337,1.86074814449882E-05,2065.4694809682,3474.4252245518,2.6383432742,276.2585415851,1.1513958101,2.6666666667,0.7129044734,44.6177994485,3.718149954,0.0486891736,1.6917582291,47.3598766276,7.4362999081,0.005
BMDS_TeHfSe-TeHfSe_194,8.723982,1.90055660214333E-05,2304.4959094715,3428.9192912698,2.7143215703,263.4716198506,1.1440555362,2.6666666667,0.7212909167,45.4587985364,3.7882332114,0.083151719,0.9906229848,51.8632924006,5.6823498171,0.129
BMDS_TeTiSe-TeTiSe_16,21.942237,0.000028438,2219.0479440234,3301.7790451446,2.4063830249,242.7590956796,1.1619888931,2.6666666667,0.6879055779,43.773240393,3.6477700328,0.0800685522,0.9538918636,34.629014002,1.8238850164,0.182
BMDS_PtS2-PtS2_431,5.277359,2.53907974395018E-05,1386.8874955844,3569.7104248279,1.779254422,102.1345719789,1.1824460825,2.6666666667,0.6351078352,21.4268332823,3.5711388804,0.0096063636,2.5283663273,40.9907271855,10.7134166411,0.272
BMDS_IAsSe-SeAsI_243,6.369508,1.26371915547098E-05,1890.0310711555,3600.2413723833,1.9289523592,4.2085712111,1.1431403427,4,0.7291841174,3.8259738283,3.8259738283,0.0780498661,1.2281375989,37.1105921488,0,0.12
BMDS_BiHfSb-SbHfBi_144,46.272595,1.58603411930352E-05,2998.1717555828,2766.6857467039,4.4841700117,199.0421400506,1.0893054599,2,0.8225032291,36.4910590093,3.3173690008,0.8061206672,0.6866953832,83.2889276706,3.3173690008,0.141
BMDS_IZrBr-BrZrI_250,5.981683,4.29423573644858E-05,984.0571245349,4220.1908060848,2.8431372232,336.9044331553,1.130378681,3.3333333333,0.7435093153,48.1292047365,3.7022465182,0.0045167408,1.7548648496,42.0477790078,3.7022465182,0.095
BMDS_SbMoBi-SbMoBi_7,151.846249,3.52058596574556E-05,2441.43187467,2591.170152445,4.0958693326,139.9265599564,1.1125985074,2,0.7769821013,30.3455190267,3.3717243363,0.5423418595,0.5546486533,67.9667649517,1.6858621681,0.424
BMDS_BrSbTe-BrSbTe_57,4.865566,2.05438876591962E-05,2094.1333603804,4256.6545410804,1.8602354265,57.2017084457,1.1633019344,4,0.6754217561,6.3557453829,4.2371635886,0.052371342,1.4321612929,33.2007109101,2.1185817943,0.029
BMDS_AsWSb-SbWAs_173,20.419776,2.79115145862339E-05,2922.7052082895,2697.0459002339,3.0640238507,80.8466996473,1.1189566571,2,0.7668848145,29.104811873,3.2338679859,0.7858299206,0.6694106731,65.7482716931,3.2338679859,0.487
BMDS_CdI2-CdI2_676,2.083081,5.68674502338042E-05,1733.0371138292,4517.4993552677,1.8700197956,58.6862768286,1.1699674017,3.3333333333,0.6600651965,22.399342301,4.4798684602,0.0201146094,0.9586918505,29.4713915907,0,0.014
BMDS_BiNbAs-AsNbBi_286,15.621845,7.69244109578268E-06,3741.5264589037,3250.6656482402,3.5984849404,233.4163295463,1.1209275621,2,0.7720901643,34.3259308156,3.4325930816,1.7231617269,1.1293231238,62.0307602283,3.4325930816,1.205
BMDS_Ni2Te2-Ni2Te2_583,52.596997,5.66021627870944E-05,2951.4480813711,3550.3470748843,3.0109465233,44.9255928031,1.30314529,2,0.6968547101,24.5048688017,4.0841448003,0.0959774028,0.8249972497,42.7260178241,4.0841448003,5.801
BMDS_Bi2Ti-Bi2Ti_372,19.100978,3.59368985844718E-05,1820.4194276902,2350.7620456764,4.7849130989,173.8828255692,1.0921205449,2,0.8157589105,36.7829054089,3.3439004917,0.2631649687,0.40795586,80.7981551014,6.6878009834,0.038
BMDS_SbTaAs-AsTaSb_101,17.746133,7.47256019546407E-06,3732.8554596956,3243.1322204879,2.9692086776,150.6840736024,1.129868423,2,0.7500699865,34.2463803642,3.4246380364,1.7191682943,1.126705914,58.3470637355,6.8492760728,2.536
BMDS_TeZrSe-SeZrTe_285,8.589191,9.05953182015509E-06,1885.1763770668,3590.9938680564,2.6853857801,317.1217751706,1.1440568059,2.6666666667,0.7221194277,45.7937581474,3.8161465123,0.0778493889,1.2249830304,39.6816481315,3.8161465123,0.106
BMDS_SeWTe-TeWSe_360,6.922722,3.74189334195438E-05,2481.0685773895,2984.5195725855,2.7847735049,102.9973394427,1.1347465826,2.6666666667,0.7357841617,34.3324464809,3.4332446481,0.0806812492,0.6935154189,64.0843143837,3.4332446481,0.177
BMDS_ZnSe2-ZnSe2_722,2.213605,2.26712277667685E-05,1550.3303594662,2953.1596523435,2.3315946829,30.6613919271,1.1212567026,2.6666666667,0.7574865959,12.5532822629,3.1383205657,0.0640217395,1.0074009016,37.5170094811,0,1.37
