bilayers,PF,$\overline{EA}_{int}$,"$\overline{N}_{p, v}$",$\overline{Gr}_{int}$,A,$\overline{\alpha}_{int}$,d$_{layer}$,"$\overline{M}_{int, NN}$",$\rho$,"$\overline{C}_{int}^{p, g}$","$\overline{MV}_{int, NN}$","$\overline{AM}_{int, NN}$",Y_vdw
BMDS_Mo2Se2-Mo2Se2_632,2.6780540959,742.1987217103,2,60.8983566532,14.486714541,109.9976567048,3.49579,9142.3657925545,40.6350652407,1.2217732804,0.000026841,64.6283809982,2.309414
BMDS_SeSbI-ISbSe_133,1.9208786789,1230.4181756713,4,70.8574152656,15.0453423964,137.1299389552,3.57649,2154.6072748976,34.1123382877,0.8919698157,0.000031294,24.3416061854,1.186286
BMDS_SeBiI-IBiSe_145,2.0897812416,1261.2608513167,4,72.6335856111,15.8092744393,140.5673509767,3.64147,673.1424360601,41.1050620472,0.9143286659,1.84617484367872E-05,347.7029559095,1.166803
BMDS_SBiBr-BrBiS_163,1.7895367306,1333.2569252794,4,69.8255321311,14.6104670908,86.2550691031,3.35116,1144.3172501012,34.410005549,1.9469001312,1.74235239588272E-05,530.1663715038,1.019066
BMDS_AsTaSb-SbTaAs_320,3.2804510959,347.8450287616,2,50.5588704595,9.8389643312,144.9354286507,3.95315,8042.9725245301,64.463198771,0.6977124123,2.45412757210583E-05,199.4982245915,3.4191
BMDS_ClAsSe-ClAsSe_39,1.3068669556,1021.5622051501,4,61.9697661212,12.2159744659,81.687418978,3.08991,2843.8489034545,24.2690292172,1.5022973605,0.020696439,81.7005640799,1.179845
BMDS_ClTiI-ITiCl_341,2.509334088,1046.9110334306,3.3333333333,60.2895920336,10.8921639911,116.678092818,3.37946,5511.709968178,32.2323076408,0.7589395703,5.34378572213144E-05,282.7688259774,1.725291
BMDS_SbMoAs-AsMoSb_244,3.7148341828,246.3540278717,2,47.3757745907,8.6386742624,94.7515491814,4.06782,5704.0432607215,56.5663566664,1.039108656,1.18407852627048E-05,66.3841987105,2.728015
BMDS_ReS2-ReS2_703,1.3993190911,727.1959875314,2.6666666667,58.1756790025,13.2201667186,70.5380107905,2.59451,11164.7854357671,31.1337130196,2.5742737959,2.72698495324275E-05,560.4572195503,1.561853
BMDS_ZnI2-ZnI2_720,1.8350264646,1246.8566908745,3.3333333333,71.8040777265,17.8401085318,138.9620092472,3.2327,1291.7553582999,29.2153949755,0.9038866255,6.98104586272798E-05,262.7606867862,0.954883
BMDS_AgSe2-AgSe2_668,3.5507379543,560.155108764,2.6666666667,45.9614448217,8.2515959001,83.0178597091,4.6678,2128.3883319822,52.4147445861,0.9221014867,1.75285460188621E-05,83.0414149496,3.629562
BMDS_HfSe2-HfSe2_690,1.6910518335,781.223567811,2.6666666667,64.1003953076,16.0503880822,115.7813390243,3.10023,8060.6247099267,33.3333054839,1.2860141809,1.19587299995682E-05,398.7445215601,1.084563
BMDS_Li2Pb-Li2Pb_509,4.603785796,208.7155053897,0.6666666667,3.5019380099,10.620787867,574.7118016489,4.19828,514.5047324138,33.8232893903,12.5439419514,1.85672753284633E-05,701.2946039236,0.984571
BMDS_TeBiCl-ClBiTe_126,1.931263876,1503.7974200133,4,73.2508771926,16.0790686719,62.9095768831,3.37816,1606.348648083,36.3302154919,2.0639511868,0.0474391295,747.7078980562,0.989105
BMDS_BrAsTe-TeAsBr_98,1.6644839934,758.0603434617,4,63.7695346761,13.7568194915,151.4526448557,3.31146,1464.0688042441,32.2095388727,0.8050903753,2.93618851224102E-05,207.182834007,1.27902
BMDS_CrTe2-CrTe2_492,3.3031153024,661.8710352178,2.6666666667,55.6778999132,10.4871893052,132.2350122938,3.41649,5071.351916216,48.8646236438,0.7029334864,4.58263914972818E-05,260.671399866,2.636355
BMDS_C2-C2_756,0.6684125495,379.8676901111,2,34.5558652473,5.2764661424,27.8915198067,0,0,9.278532275,1.7500077472,0,0,0.73202
BMDS_IBiS-IBiS_204,2.2902558858,1012.2977937995,4,67.4592633186,14.4758560883,106.9127112595,3.77995,641.046981336,42.6105448278,1.8847709327,1.90705293181662E-05,528.0134662514,1.198126
BMDS_SeSbBr-BrSbSe_340,1.8898017041,1287.2056431613,4,67.4137274607,13.618641721,83.2757809809,3.68175,2529.9182261986,34.5189439792,1.8796533421,2.94597989003246E-05,165.980528035,1.146455
BMDS_Pt2O2-Pt2O2_643,1.4453619992,833.4500312179,2,40.5966892946,16.4809209507,194.864108614,0.94586,8064.9382952633,45.1901972349,0.5399359676,0.0454145014,726.999828351,1.91869
BMDS_ZrO2-ZrO2_467,2.0447684933,462.6169057908,2.6666666667,52.4955354089,9.3228080634,17.3891461042,1.9268,6802.1090006056,24.034396944,3.0119313441,0.0366877812,246.8097283074,1.183946
BMDS_SeHfTe-TeHfSe_314,2.7143215703,720.5219568022,2.6666666667,60.6117313819,12.4282512757,143.952862032,3.51669,6755.707815161,51.8632924006,0.7652231087,2.6703255906933E-05,195.417904325,1.698663
BMDS_SeSbCl-ClSbSe_147,1.5629807054,1407.1505213007,4,68.543148602,14.0785412561,58.8664687994,3.24973,2952.1130907907,26.2741178135,1.9313040106,0.0444031347,347.9855015527,0.982552
BMDS_Ni2Se2-Ni2Se2_608,2.6207741142,754.5283561635,2,61.9100189673,12.9662221773,111.8249717596,3.04644,4774.8102128502,35.9217570946,1.2420697555,3.79005397365219E-05,77.4912229909,2.798367
BMDS_Ru2Te2-Ru2Te2_652,2.4602951183,784.2157310395,2,65.9697775848,16.999998924,156.6782217639,3.10941,7769.3431683858,45.1379707667,0.832868442,5.06276811852472E-05,106.5185136884,2.072435
BMDS_TeTaS-TeTaS_60,2.4746682213,691.0754642363,2.6666666667,56.6745639558,10.866110878,101.6599990958,3.3355,9686.0017744726,49.1927268174,1.6116829125,2.65821415754051E-05,359.3987364896,2.252665
BMDS_ZrO2-ZrO2_724,1.4359622787,493.1928743324,2.6666666667,55.9651488604,12.2348647005,18.53845556,1.88247,7251.6841635884,16.8784327001,3.2110004159,0.0391126049,263.1222460603,0.838516
BMDS_PbSe2-PbSe2_532,1.9043565906,952.2592726355,3.3333333333,78.134094165,20.6523495908,141.1297075855,2.42795,520.6172361829,31.0625564257,1.5675652642,9.21493973057997E-06,626.2447647322,0.670928
BMDS_GeO-GeO_737,1.3311320051,392.7949624613,3,45.3224956686,7.9061840531,68.4369684596,0.98922,1747.3332830107,21.563727825,1.8703083213,0.0168937397,85.5697782723,0.610094
BMDS_Al2O2-Al2O2_591,2.2984086192,418.4807167756,2.5,47.4871735348,7.628653514,15.7301262334,3.94124,2607.8471731148,18.0542330922,2.7245765816,0.0331994999,32.5943055298,1.701739
BMDS_BiTaAs-AsTaBi_62,3.2545923142,272.4994611687,2,52.4037425324,10.569731442,104.8074850649,3.86172,7685.8822380912,69.211168136,1.1493887529,0.000007623,370.4116617912,3.113324
BMDS_BiHfSb-SbHfBi_144,4.4841700117,342.3524808871,2,49.7605350127,9.5307960966,142.6468670363,4.94831,5315.1549605323,83.2889276706,0.6866953832,1.58603411930352E-05,188.1943434179,3.012803
BMDS_TeTaS-STaTe_120,2.4746682213,708.4320494478,2.6666666667,56.6745639558,10.866110878,68.7179087964,3.3355,10278.0738597986,49.1927268174,2.507849455,1.93401949499249E-05,527.3670898737,2.195403
BMDS_Os2Te2-Os2Te2_641,2.4960871535,778.3100923892,2,65.4729835869,16.7447882831,155.4983360189,3.24017,10571.1860887107,63.6502725003,0.8265964178,4.92643280876651E-05,259.1318388832,2.241786
BMDS_TiSe2-TiSe2_554,2.309995364,681.4219607571,2.6666666667,55.911545498,10.5753638562,100.9902290558,3.24201,5056.5003959768,32.5709081941,1.1217253816,2.01421342656603E-05,108.6536052606,1.766627
BMDS_BiTaSb-SbTaBi_128,4.190023093,343.911498026,2,49.987136341,9.6176408848,143.2964575108,4.50266,7952.0202986398,83.3814990336,0.6898224815,2.42637559799165E-05,197.2422418025,3.265675
BMDS_Zr2Te2-Zr2Te2_618,3.8441114985,714.1980494004,2,60.0797517897,12.210725478,142.6894105006,6.33559,5277.029898761,51.5572564045,0.7585068663,2.41745901263918E-05,133.9797239833,2.793897
BMDS_ClAsTe-TeAsCl_63,1.5556063879,748.3162462396,4,62.949841955,13.4056274695,149.505874643,3.1541,1445.2496839834,27.8742215131,0.7947417547,2.89844678551369E-05,204.51970871,1.166467
BMDS_BiTe2-BiTe2_377,2.7075654786,793.0571828192,3.6666666667,66.7135379869,15.056415797,158.4446527189,3.9504,743.2722050965,51.9851677544,0.8422584171,3.83185883812234E-06,342.2233545287,1.162734
BMDS_AsTiBi-BiTiAs_155,3.1265526667,317.8844621155,2,52.2836286374,10.5216300426,167.3076116397,3.83946,4867.9543836671,49.1824671044,0.4252401796,3.7459477131083E-05,561.572878274,2.300842
BMDS_IHfBr-IHfBr_233,2.9361948962,1126.7083633998,3.3333333333,61.8071706286,11.4474277235,97.9825440259,3.77851,7924.6790964613,56.138890018,1.2506862762,4.45357021538083E-05,271.7261363787,1.836482
BMDS_Zr2I2-Zr2I2_665,2.9462960722,1232.8786216183,2.5,70.9991076135,17.4424282102,137.4041553226,4.33892,7271.7703659578,39.3901477726,0.8937534723,4.8772210512394E-05,151.9213846206,1.718882
BMDS_SbMoAs-AsMoSb_82,3.3328600801,252.3100029557,2,48.5211544146,9.0615247202,97.0423088291,3.8848,5841.9469915124,50.7499777185,1.0642306535,1.21270538600111E-05,67.9891354631,2.873237
BMDS_SeBiBr-BrBiSe_143,1.8562227232,1359.5846958368,4,71.2043740888,15.1928929094,87.9583444626,3.4621,1166.9140365377,37.9221881908,1.9853454893,1.77675855814531E-05,540.6355453904,1.074485
BMDS_HfI2-HfI2_499,3.0465952212,1111.0090429288,3.3333333333,63.9808730684,12.2669824735,123.8218072912,3.8816,7975.5921860521,56.6775905082,0.8054062845,4.62506440669107E-05,191.5286253206,1.802452
BMDS_MgCl2-MgCl2_406,1.9975136951,1279.3438150329,3.3333333333,62.317607036,11.6370991435,53.5198272191,2.74357,2754.4382309905,14.0268099161,1.7558902218,0.0403855338,40.8656872492,1.03653
BMDS_TeAsCl-ClAsTe_123,1.5556063879,1373.0934276426,4,66.8842070771,13.4056274695,57.4417307839,3.1541,3613.3209282147,27.8742215131,1.8845608935,0.0433485123,155.2838832615,1.080558
BMDS_RhH2-RhH2_538,1.7335552432,197.0826342848,0,2.7071790424,6.3469054288,12.201255944,1.96257,6018.031939407,28.9387313684,38.7234890221,0.0303250887,275.8550471882,2.008941
BMDS_SHfTe-TeHfS_344,2.6383432742,707.1921212582,2.6666666667,59.4903992646,11.9727071193,141.2896982535,3.38234,6630.7255390359,47.3598766276,0.7510662907,2.62092390260209E-05,191.8026244541,1.664264
BMDS_ClZrBr-BrZrCl_277,2.5043776476,1133.0525352009,3.3333333333,59.3403977154,10.5518581992,73.3028442367,3.54101,6500.2169779763,32.8424559278,1.6545499128,4.04876043000469E-05,39.5137236552,1.726845
BMDS_SbHfBi-SbHfBi_24,4.4841700117,322.448266882,2,49.7605350127,9.5307960966,150.9402895384,4.94831,5911.2529962939,83.2889276706,0.5457072006,2.11465686958801E-05,144.6711256006,3.089932
BMDS_BrAsS-BrAsS_37,1.3343938036,974.7224387884,4,61.3149837591,11.9589619999,75.0644043596,3.13695,2835.0562066354,24.4603414994,2.1961912365,0.000029368,88.8862881228,1.243948
BMDS_SbVAs-SbVAs_42,3.0131312494,295.9018874434,2,48.9903787158,9.2378546554,119.2099215418,3.68366,3873.8652065732,42.0748029964,0.8752947664,2.38142230937504E-05,154.8073105243,3.026614
BMDS_AsVBi-BiVAs_301,3.5386394489,304.3347499881,2,50.0550575638,9.6437625571,160.1761842043,3.79597,5468.0144882733,58.153405278,0.4071144682,4.34744859961095E-05,527.3764157883,2.786559
BMDS_SbHfBi-BiHfSb_247,4.8315505644,301.7004949903,2,49.6217919392,9.4775593292,158.7897342054,4.97645,6489.2071378617,89.7411704817,0.4035905744,2.63590958781004E-05,100.8658856629,3.119059
BMDS_TeAsI-IAsTe_160,1.9137644,1206.6122997378,4,69.486480676,14.468973432,134.4767773082,3.46656,2874.0834639587,35.6581338055,0.8747121685,5.15303565812795E-05,215.3198013906,1.310567
BMDS_TeTiSe-TeTiSe_239,2.6157160517,697.9873309173,2.6666666667,57.9844096297,11.3738691499,121.2236563821,3.38382,4829.6301988241,37.6414173636,0.9476826949,2.82529035920616E-05,199.5578757725,1.738669
BMDS_ClSbTe-ClSbTe_10,1.7614560931,1131.9332115151,4,69.2763278561,15.2663931401,110.4222680373,3.32636,1917.2748554836,29.2788813362,1.429611493,0.0231237812,191.9825483918,1.00721
BMDS_Bi2Nb-Bi2Nb_370,4.8012033317,309.3440602123,2,50.8789572718,9.9640185518,162.8126632696,4.56274,7481.2418772396,86.5023946743,0.4138155191,3.57068522133212E-05,393.7149390908,2.941185
BMDS_AsNbSb-SbNbAs_124,3.0054005524,351.0630105975,2,51.0266003775,10.0215709461,146.2762544156,3.85288,6280.4220099354,45.2892665258,0.7041670852,0.000024969,98.1534077769,2.414421
BMDS_NbSb2-NbSb2_411,4.1575291447,340.1393797299,2,49.4388633328,9.4075622388,141.7247415541,4.40059,6085.0012174898,60.6262312348,0.682256314,2.41920837908673E-05,95.0992791374,2.814437
BMDS_RuS2-RuS2_704,1.3090924861,733.5377980908,2.6666666667,58.6830238473,13.451985646,71.1531664148,2.43269,8137.2815017809,20.4268731536,2.5967238052,3.00383728318183E-05,253.0888787863,1.701435
BMDS_CrSe2-CrSe2_491,2.7524446652,626.1644556685,2.6666666667,51.3775963625,8.9298228581,92.8007834298,3.14344,5413.9142167031,39.5881466101,1.030763027,2.92370634300602E-05,86.58377316,2.382649
BMDS_BiMoAs-AsMoBi_257,3.9845808347,253.1697151475,2,48.6864836822,9.123515427,97.3729673644,4.09181,5861.8526353381,69.2392710988,1.0678568754,1.21683751549737E-05,68.2207992417,2.748251
BMDS_TeBiI-IBiTe_166,2.2362712655,1305.3948186304,4,75.1751758696,16.9350898753,145.4860756536,3.77489,696.6969975448,42.8719984345,0.9463228021,1.91077608783935E-05,359.8697577848,1.165249
BMDS_PbCl2-PbCl2_422,2.0089066059,1533.1034741,4,74.6783927212,16.711625935,64.1355608076,2.97871,1884.575133019,28.2786006525,2.1041735361,0.0483772251,754.4582302758,0.644925
BMDS_SeAsBr-BrAsSe_139,1.4294938469,1238.601438523,4,64.8682207483,12.609446903,80.1313315126,3.22742,3144.963972984,29.0365998748,1.8086786256,4.78040629137876E-05,19.011730768,1.265081
BMDS_Ni2S2-Ni2S2_607,2.5712563016,727.733883306,2,58.2187106645,11.4660233583,70.5901866807,2.99801,4874.5070971603,26.7343434178,2.5761779469,3.55498001994981E-05,97.7644976172,2.966115
BMDS_GeSe2-GeSe2_687,1.5161918557,724.3296326083,3.3333333333,59.4321749832,13.7973782176,107.3493660635,3.0679,2664.7901458114,27.7443137387,1.1923580106,0.000010174,23.4757091184,1.158135
BMDS_Ni2Se2-Ni2Se2_638,2.2715087238,759.4746536153,2,62.3158690146,15.168849645,112.5580384076,2.59217,4806.1113977504,31.1345354679,1.2502121221,0.000038149,77.9992153488,2.119107
BMDS_HfBr2-HfBr2_497,2.627695986,1134.1018939896,3.3333333333,59.3953548916,10.5716005546,73.3707325132,3.68575,7826.9102369547,52.0867324451,1.6560822482,4.26598401898119E-05,344.4441445498,1.864617
BMDS_STaTe-TeTaS_180,2.4746682213,673.7188790249,2.6666666667,56.6745639558,10.866110878,134.6020893951,3.3355,9093.9296891466,49.1927268174,0.7155163699,3.38240882008852E-05,191.4303831056,2.176513
BMDS_SeHfS-SHfSe_71,2.0684040427,741.123605122,2.6666666667,59.2898884098,11.89206342,71.8889896968,3.01327,7847.1649557528,38.014727282,2.6235775621,1.09686293558056E-05,542.5951193999,1.467612
BMDS_BiTiAs-BiTiAs_35,3.1265526667,294.879665515,2,52.2836286374,10.5216300426,135.9374344573,3.83946,3917.0894575148,49.1824671044,0.7859972172,2.30187389014304E-05,327.9368611148,2.480527
BMDS_Sc2Te2-Sc2Te2_656,2.403185479,926.0916233406,2,77.9046581149,23.707443136,185.0235630228,3.01743,5313.7793491933,24.0337489866,0.9835463087,2.62343936201858E-05,399.0111041246,0.927117
BMDS_TaS2-TaS2_710,1.5123794162,738.1031878202,2.6666666667,59.0482550256,13.6197987762,71.5960092186,2.83201,10708.548669533,29.103970897,2.6128852849,2.01502170274915E-05,549.4547155096,1.23355
BMDS_BrBiS-BrBiS_202,2.0229257545,1048.426072467,4,65.9513160339,13.8359698712,80.7403990234,3.60298,868.638787909,38.8977131619,2.3622562289,1.84863537367889E-05,611.5321789575,1.124618
BMDS_ISbTe-ISbTe_211,2.3740954429,1016.4105578125,4,69.100841384,15.1887409387,148.4621107312,4.01667,1461.6921917615,41.4825713772,0.8710893944,2.04706007687997E-05,23.0011573389,1.26029
BMDS_AsWBi-BiWAs_347,3.7635764157,294.7603929314,2,48.4803277848,9.0465876915,155.1370489113,4.11395,10182.8080479131,86.3980757169,0.394306666,0.000038196,81.254322176,3.387841
BMDS_OsI2-OsI2_420,2.3440596927,1195.3031863178,3.3333333333,68.8352105942,14.1987506651,133.2163781499,2.71813,11820.0179415301,53.691599326,0.8665138275,6.99649178739356E-05,253.597014089,1.545382
BMDS_SbVAs-AsVSb_261,3.2973553458,252.118329274,2,48.4842940911,9.0476990613,96.9685881823,3.79065,3532.8888961081,46.0436552876,1.0634221837,1.53275015053473E-05,77.510548049,3.172861
BMDS_BrBiS-BrBiS_43,1.7895367306,1077.3668869402,4,67.7718400096,14.6104670908,82.9691617087,3.35116,892.6167436898,34.410005549,2.4274640876,1.89966521238981E-05,628.4129489044,1.055804
BMDS_CaI2-CaI2_486,2.7706709974,1294.9486503967,3.3333333333,74.5736011407,16.6648109452,144.3218516194,3.89337,3194.1628041543,28.5153894214,0.9387500379,0.000000737,383.931218767,0.981399
BMDS_BiWSb-SbWBi_168,3.8635128305,347.8234594934,2,50.5557353915,9.8377104373,144.9264414556,4.14623,9407.4786492938,82.0538036912,0.6976691484,2.90897701442576E-05,209.2333368735,3.14572
BMDS_SbTiBi-BiTiSb_115,4.168460876,299.2954010853,2,49.2262172838,9.3271175211,157.5238953081,4.62324,4583.2890039009,63.2687724431,0.4003732339,3.52689438099117E-05,528.7335490485,3.211537
BMDS_SeAsBr-BrAsSe_302,1.6122333434,1206.6728378798,4,63.1960512753,11.9679509394,78.0657103989,3.50609,3063.893262417,32.748496679,1.7620546061,4.65717723751027E-05,18.5216474044,1.288729
BMDS_AsMoSb-SbMoAs_304,3.7148341828,325.9453291841,2,47.3757745907,8.6386742624,135.8105538267,4.06782,6292.1977103403,56.5663566664,0.6537856894,2.79453902385735E-05,81.5494999955,2.902012
BMDS_CdI2-CdI2_676,1.8700197956,1322.4571694516,3.3333333333,76.1577638234,20.0694559562,147.3876723406,3.50228,928.9903225921,29.4713915907,0.9586918505,5.68674502338042E-05,68.044722042,0.843099
BMDS_PbS-PbS_748,2.3723000441,465.9897868918,3,59.4627546012,13.6092929462,131.6108968508,1.4348,420.6989888038,32.9352846666,1.6609929452,3.78975955991935E-06,347.133650903,0.616711
BMDS_TeZrSe-SeZrTe_93,2.4163320844,758.7878621577,2.6666666667,62.259516895,13.112876065,112.4562523916,3.36701,6358.2531629011,35.7058714818,1.2490815577,9.23775581929444E-06,47.7219197,1.547994
BMDS_SZrTe-TeZrS_358,2.6002055718,713.2049189953,2.6666666667,59.9962076968,12.1766825856,142.4909932798,3.39805,5269.691907786,34.6300208681,0.7574521222,0.000024141,133.7934180453,1.499656
BMDS_Ti2Se2-Ti2Se2_662,2.082696342,811.9969511105,2,66.6253908604,17.3394501819,120.3421122415,2.88832,6025.4337859331,24.5522815229,1.3366719041,2.40017970574418E-05,129.4739548763,1.698727
BMDS_HfSe2-HfSe2_502,2.4247327419,716.1539548847,2.6666666667,58.7613501444,11.6806261188,106.1376886983,3.36204,7389.2397806563,47.7953162644,1.1788995873,1.09626643863116E-05,365.5323237419,1.628359
BMDS_CuCl2-CuCl2_680,1.4792351918,1244.6727811951,3.3333333333,60.6287601155,12.7194629864,52.0694057463,2.75629,4230.353905072,17.6763915223,1.7083044762,0.0393155255,100.1908092897,1.091324
BMDS_TeMoSe-TeMoSe_195,3.0277213169,662.2306408358,2.6666666667,55.013968086,10.2384652913,115.0135770299,3.48211,7865.8627732131,49.6451125897,0.8991345409,3.12341803808538E-05,82.4255372782,2.445807
BMDS_IAsTe-IAsTe_40,1.9137644,992.0216976502,4,67.4427606561,14.468973432,144.8997494096,3.46656,2187.7818440824,35.6581338055,0.8501875283,4.08212636771031E-05,213.8983941168,1.333959
BMDS_PtTe2-PtTe2_433,2.4676651173,764.5746153213,2.6666666667,64.3175281027,13.9940822434,152.754129244,2.78021,5301.1310631376,55.4185140604,0.8120087923,4.50182498264088E-05,274.046937632,2.15929
BMDS_SrBr2-SrBr2_545,2.7411065266,1424.7548215815,3.3333333333,74.6174737119,16.6847430638,92.17452635,3.60069,3442.0601696987,24.3499086699,2.0805107376,3.38236619072919E-05,33.8675545389,0.744388
BMDS_BrSbSe-SeSbBr_86,1.6725716564,794.7749101584,4,65.2123003207,14.38646421,117.7897174542,3.41909,1670.1685265882,30.5510399245,1.3083217752,7.32008071099723E-06,174.4429033578,1.152095
BMDS_BiTiSb-SbTiBi_175,4.168460876,338.6763749123,2,49.2262172838,9.3271175211,141.1151562135,4.62324,3403.8944727381,63.2687724431,0.6793217985,0.00002481,242.4981915833,3.108661
BMDS_IZrBr-IZrBr_190,2.8431372232,1147.3261959871,3.3333333333,62.9381908092,11.8701454687,99.7755436652,3.76336,6670.24499566,42.0477790078,1.2735728023,4.30885961019543E-05,88.2911749658,1.726573
BMDS_AuSe2-AuSe2_475,2.0528357108,702.6919166865,2.6666666667,57.6567726512,11.245896031,104.1425456012,3.28633,3038.980379996,52.4896640165,1.1567390013,2.22519106950725E-05,425.2421213665,2.449012
BMDS_ClAsTe-ClAsTe_3,1.5556063879,1060.7048369411,4,64.9170245161,13.4056274695,103.4738027135,3.1541,2529.2853060991,27.8742215131,1.3396513241,0.0216887484,179.9017959858,1.130914
BMDS_SbNbBi-BiNbSb_292,4.5026467047,303.9448627882,2,49.9909313796,9.6187792917,159.9709804149,4.51867,7350.666550063,74.1855966588,0.4065929086,3.50836356422348E-05,386.8431579307,2.966964
BMDS_CdI2-CdI2_383,2.3765531523,1279.3292487334,3.3333333333,73.6741098525,16.265316183,142.5810714205,3.44112,898.6941270659,37.4543246837,0.9274270299,5.50128912040024E-05,65.8256502677,1.196604
BMDS_AgLi2-AgLi2_472,5.2389634799,179.8378451124,0,3.0174135086,7.8849964714,495.1952744298,4.21213,2357.3241294571,24.8063499808,10.8083751878,8.10779009760283E-06,304.539096665,2.207018
BMDS_Fe2Se2-Fe2Se2_626,1.4737659054,718.2531396918,2,58.9335909491,13.5669632426,106.4487986518,2.76584,4850.9712049955,18.4666742023,1.1823551684,3.42367329919765E-05,85.1406221742,1.952736
BMDS_BrAsSe-BrAsSe_182,1.6122333434,965.7843600776,4,61.3373438848,11.9679509394,92.7494987834,3.50609,2639.7362359164,32.748496679,1.4776723754,2.9425196698206E-05,16.7670276278,1.338509
BMDS_ClBiSe-ClBiSe_215,1.9891755889,1097.1033658972,4,66.5522262401,14.0894690358,87.7279345892,3.55947,853.4818831759,38.5400107103,1.6133873028,0.02221355,612.1752078873,1.069535
BMDS_SCrSe-SeCrS_329,2.6239840323,609.4626265356,2.6666666667,50.0071898696,8.4595643657,90.3254867019,3.04155,5269.5076325074,32.2090140477,1.0032692468,2.84572164851601E-05,84.2743041828,2.384284
BMDS_SWSe-SeWS_357,2.298184136,633.1662738792,2.6666666667,51.9521045234,9.1305685841,93.8384887954,3.2476,10393.6679112175,53.9299723254,1.042289097,2.21932896511002E-05,340.546045151,2.521462
BMDS_BaBr2-BaBr2_477,2.80861127,1525.5168570243,3.3333333333,79.8945981806,19.1278375632,98.6933271642,3.67818,3450.5067049515,25.4874894258,2.2276493846,6.35162055535548E-05,269.8698536072,0.570295
BMDS_ZnBr2-ZnBr2_717,1.4940170377,1271.5795473373,3.3333333333,66.595355221,15.3457775919,82.2648505671,2.96657,1672.2485433375,24.243021957,1.8568351985,6.44368822370655E-05,56.8567638634,0.982777
BMDS_AlI2-AlI2_361,2.0922968003,1210.1803586602,3.6666666667,69.6919583239,14.5546910069,134.8744369916,3.50512,2240.8834270015,31.2987905661,0.8772987695,6.43584737486665E-05,412.488253448,1.142322
BMDS_SbTe2-SbTe2_542,2.7550554009,742.7080653778,3.6666666667,62.4780706942,13.2054474215,148.3854178988,4.13855,707.2517602588,48.2280707512,0.7887856425,8.85626652090852E-06,20.0886521679,1.549516
BMDS_ClBiTe-TeBiCl_263,2.1882216144,796.3472468278,4,66.9903046753,15.181527701,159.1019736039,3.69098,746.3557319638,41.1640085973,0.8457525965,3.84775562478823E-06,343.6430967188,1.08647
BMDS_TeHfS-SHfTe_118,2.3513384067,760.3521767234,2.6666666667,60.8281741379,12.5172219761,73.7541611422,3.19292,8050.7609175827,42.2079635882,2.6916467056,1.12532122155063E-05,556.6728373836,1.565217
BMDS_In2Se2-In2Se2_605,2.7603134949,796.1841196789,2.5,65.3279277685,14.4373074092,117.9985695319,5.37919,262.3324599455,40.4295189933,1.3106415509,2.76827093919137E-06,146.4080521202,1.617192
BMDS_SHfSe-SeHfS_131,2.0684040427,722.595514994,2.6666666667,59.2898884098,11.89206342,107.0923609401,3.01327,7455.7034675273,38.014727282,1.1895033862,1.10612698064458E-05,368.820162089,1.470945
BMDS_SeZrTe-TeZrSe_345,2.6853857801,725.8310666358,2.6666666667,61.0583441965,12.611886075,145.0135674667,3.53888,5362.983339569,39.6816481315,0.7708615955,2.45683512460651E-05,136.1620156314,1.562638
BMDS_AsVSb-SbVAs_321,3.2973553458,333.5719433471,2,48.4842940911,9.0476990613,138.9883097279,3.79065,4134.8052458183,46.0436552876,0.6690832585,3.18089292100639E-05,228.9056654063,3.316833
BMDS_TeTiS-STiTe_110,2.2970515606,719.5692284106,2.6666666667,57.5655382728,11.2101758779,69.7982151558,3.10877,5586.1598339972,29.1276509787,2.5472750686,0.000020648,56.8531647367,1.675848
BMDS_TeSbI-ISbTe_169,2.0887262179,1275.1606330877,4,73.4340472984,16.1597115783,142.1164797716,3.70865,2232.956592351,36.4963147046,0.924405066,3.24319310068512E-05,25.2267550719,1.176592
BMDS_SHfTe-TeHfS_178,2.3513384067,723.094920064,2.6666666667,60.8281741379,12.5172219761,144.4669135774,3.19292,6779.8322541896,42.2079635882,0.7679556985,2.67986124686162E-05,196.1157360618,1.579268
BMDS_SSbI-ISbS_354,2.0957029415,1174.10030076,4,67.6141772118,13.6996362694,130.8533194275,3.74003,2055.9880368289,34.3352787606,0.851143172,2.986160250036E-05,23.2274585245,1.194072
BMDS_CaBr2-CaBr2_671,1.6419043822,1512.2243029969,3.3333333333,79.1984385427,21.7037649427,97.8333652586,3.06495,3956.1949417898,14.6616733044,2.2082388158,1.15070672470806E-06,185.5386478471,0.504334
BMDS_HgTe-HgTe_742,1.5675313701,450.7151724251,2,66.3513397892,19.4521553486,170.4044587229,0.5134,1157.2147597375,33.3289490736,0.8104342217,1.33863828024675E-05,174.6118445727,0.714844
BMDS_TeTiSe-TeTiSe_16,2.4063830249,702.5605083078,2.6666666667,58.364320524,11.5234386022,122.0179075955,3.28016,4861.2736895463,34.629014002,0.9538918636,0.000028438,200.8653687959,1.732437
BMDS_SeHfS-SHfSe_270,2.337687267,720.8268798198,2.6666666667,57.6661503856,11.2494017499,69.9202073425,3.24007,7632.259168908,42.963822393,2.5517271546,1.0668237821333E-05,527.7353793881,1.542258
