bilayers,PF,"$\overline{M}_{int, NN}$","$\overline{N}_{p, v}$",$\overline{EA}_{int}$,"$\overline{r}_{int, NN}^{atom}$",A,$\overline{Gr}_{int}$,$\overline{R}_{int}^{cov}$,$\rho$,$\overline{\alpha}_{int}$,$\overline{\kappa}_{int}$,$d_{layer}$,Y_Eadhe
BMDS_PtSe2-PtSe2_432,1.9779775288,5801.0053994105,2.6666666667,731.0301492084,277.4165694432,12.170922557,59.9819609607,4.4236696209,50.3073007079,108.3424169852,0.0764770002,2.61434,2.139
BMDS_IBiTe-IBiTe_231,2.5343918213,722.1999410277,4,1043.911293216,103.2297941376,16.021864861,70.9704834696,5.8711945416,48.5873265333,152.479008424,0.0601958737,4.05982,1.431
BMDS_ISbTe-TeSbI_109,2.0887262179,782.374979217,4,821.597399774,43.1964984108,16.1597115783,69.1143974573,5.9179202823,36.4963147046,164.1466939612,0.1015117713,3.70865,1.33
BMDS_Ni2Te2-Ni2Te2_609,2.9409761273,4198.6055765703,2,794.3330422182,108.5839069278,15.1047975432,66.8208658017,5.7215366343,41.7331219479,158.6995562791,0.0981431466,3.1223,3.063
BMDS_AsTaSb-SbTaAs_161,2.9692086776,8171.9397752614,2,353.4226453583,229.45074844,10.1567147236,51.3695705463,4.794493251,58.3470637355,147.259435566,0.8321870428,3.82149,2.512
BMDS_TaS2-TaS2_453,2.1751812854,9806.0516950871,2.6666666667,675.8971957298,378.5024296087,9.890826011,54.0717756584,3.5146654178,41.8588167393,65.5620279858,0.0090908173,3.06356,2.697
BMDS_CoTe2-CoTe2_488,3.010684395,3790.8565345457,2.6666666667,689.7477498906,105.1665864712,11.3890443883,58.02294426,4.9682146023,47.1694923712,137.8044926175,0.0852211994,2.98409,1.802
BMDS_FeS2-FeS2_683,1.6556203948,4930.4679809957,2.6666666667,693.1434489394,235.6687726394,12.0110316518,55.4514759152,3.6043459345,16.5984423369,67.2349145471,0.0093227794,2.31595,1.853
BMDS_MgI2-MgI2_407,2.4276570798,2252.9772992479,3.3333333333,1240.4716939998,126.0641965447,15.2922165151,71.436378042,5.7149102434,30.1988104911,138.2504022107,0.0188676081,3.34776,1.505
BMDS_TeTaS-STaTe_120,2.4746682213,10278.0738597986,2.6666666667,708.4320494478,396.7219476908,10.866110878,56.6745639558,3.6838466571,49.1927268174,68.7179087964,0.0095284111,3.3355,3.494
BMDS_Co2Te2-Co2Te2_622,3.1702767117,3913.2290067469,2,712.0134665116,108.5614643998,14.0139613475,59.8959803585,5.1285933182,45.0448562843,142.2529533514,0.0879722212,3.26392,3.41
BMDS_TeTiSe-TeTiSe_239,2.6157160517,4829.6301988241,2.6666666667,697.9873309173,228.3136129169,11.3738691499,57.9844096297,4.6206326424,37.6414173636,121.2236563821,0.079547362,3.38382,2.035
BMDS_SeNbTe-TeNbSe_134,2.6050333487,7269.9177605837,2.6666666667,682.0456154681,268.9454319669,11.1362502048,57.3750254863,4.9127365573,42.2859977738,136.2656855299,0.0842695687,3.5052,3.333
BMDS_ClHfBr-BrHfCl_267,2.5901007186,7660.7421552005,3.3333333333,1110.0245083377,389.8422487692,10.1272246964,58.1343704305,4.0010125532,48.3151514304,71.8130458259,0.004171996,3.56639,2.562
BMDS_BrSbS-BrSbS_56,1.5972800053,2300.2696616148,4,1046.2298114124,167.5244074698,13.7782481096,65.8131600774,4.407487387,26.5728377665,80.5712626402,0.0077978623,3.31289,1.378
BMDS_SbMoAs-SbMoAs_22,3.3328600801,6143.1339706817,2,293.0677726639,215.1104512379,9.0615247202,48.5211544146,4.2051667159,50.7499777185,118.0681424088,1.2049420013,3.8848,0.87
BMDS_CaCl2-CaCl2_379,2.2859957105,3902.5951793466,3.3333333333,1443.7202857663,475.7244494646,14.819757999,70.3244838339,4.1367343432,12.8417317515,60.3963214103,0.0003681694,2.80367,0.832
BMDS_SBiI-IBiS_165,2.0345152999,660.6668833761,4,1237.8855218827,117.4146158967,15.2283166666,71.2874453659,5.7029956293,37.8524539234,137.9621736787,0.0188282723,3.51447,1.431
BMDS_TeSbI-ISbTe_169,2.0887262179,2232.956592351,4,1275.1606330877,77.7536971395,16.1597115783,73.4340472984,5.8747237839,36.4963147046,142.1164797716,0.0193952278,3.70865,1.395
BMDS_Li2V-Li2V_514,5.606798031,4640.5511144955,0,159.9347985173,10.7338790951,6.236356612,2.6834697738,3.4885107059,16.8366089445,440.3909332495,2.2728988984,4.67192,10.126
BMDS_SbTiBi-BiTiSb_115,4.168460876,4583.2890039009,2,299.2954010853,108.2976780243,9.3271175211,49.2262172838,4.9226217284,63.2687724431,157.5238953081,0.2582735533,4.62324,4.448
BMDS_NiSe2-NiSe2_525,2.2531489565,4302.3236360343,2.6666666667,679.8647560994,160.3783527209,10.5270830917,55.7837748594,4.1140533959,35.1645657532,100.7594433399,0.0711243129,2.65559,2.267
BMDS_ClAsSe-SeAsCl_99,1.3068669556,2238.4230671671,4,732.369963251,41.3131774142,12.2159744659,60.0918944206,4.4317772135,24.2690292172,108.5409842972,0.0766171654,3.08991,1.301
BMDS_HgI2-HgI2_404,2.2161577461,668.5026315539,3.3333333333,1293.7912334275,245.4346513277,16.6353615583,74.5069477245,5.960555818,45.0420054385,144.192857655,0.0196785997,3.47922,1.547
BMDS_SeHfTe-TeHfSe_314,2.7143215703,6755.707815161,2.6666666667,720.5219568022,321.9998229663,12.4282512757,60.6117313819,5.1898794996,51.8632924006,143.952862032,0.0890234805,3.51669,2.4
BMDS_TeMoS-SMoTe_296,2.9306802853,8444.332878055,2.6666666667,673.4884495426,343.4791092667,9.8204746316,53.8790759634,3.5021399376,43.71803534,65.3283796056,0.0090584196,3.37693,3.259
BMDS_TeAsI-IAsTe_319,2.1794330948,2785.4065496935,4,1169.383507743,3.9613262457,13.5897429306,67.3425461776,5.3874036942,40.6081944644,130.3276334849,0.0177863548,3.80899,1.559
BMDS_Sb2Se2-Sb2Se2_585,1.8967835268,1975.0495347952,3.5,939.8571411124,144.593406325,20.1180169198,77.1164833733,5.6873406488,33.0293649781,139.2916480931,0.0983235163,3.48932,1.483
BMDS_SbVBi-SbVBi_205,4.3706010389,4783.5223735747,2,318.7025756979,108.2014917493,9.310204395,49.1824962497,4.7543079708,68.8503019229,149.1869052907,0.5274003015,4.27012,4.648
BMDS_ClBiSe-ClBiSe_215,1.9891755889,853.4818831759,4,1097.1033658972,209.7403493627,14.0894690358,66.5522262401,4.3964804001,38.5400107103,87.7279345892,0.0413208656,3.55947,1.297
BMDS_ClBiTe-ClBiTe_6,1.931263876,1187.2243642873,4,1161.6727347725,180.9727554171,16.0790686719,71.0964396281,5.1060170278,36.3302154919,113.3234158921,0.0508210277,3.37816,1.039
BMDS_TeAsI-IAsTe_160,1.9137644,2874.0834639587,4,1206.6122997378,4.0874400398,14.468973432,69.486480676,5.5589184541,35.6581338055,134.4767773082,0.0183526058,3.46656,1.547
BMDS_ZnI2-ZnI2_720,1.8350264646,1291.7553582999,3.3333333333,1246.8566908745,114.0417705068,17.8401085318,71.8040777265,5.7443262181,29.2153949755,138.9620092472,0.0189647241,3.2327,1.241
BMDS_ZrTe2-ZrTe2_727,1.9695787774,6059.3585124681,2.6666666667,820.0791189829,357.8683852554,18.5904682632,68.9866766757,5.9069841904,29.3625507193,163.8433571049,0.1013241814,3.47255,1.784
BMDS_PbSe-PbSe_749,2.3793139326,218.2940016898,3,471.1513909466,104.4272965592,14.5234640051,61.4278215054,5.385172352,36.7082752951,155.4123884087,0.7645716183,1.54554,0.656
BMDS_InAs-InAs_743,1.5722344361,1440.3412958401,2,233.2033086336,91.6233766381,16.4854942318,61.082251092,5.715553495,22.5481534359,207.2433519194,2.8752288193,0.65804,0.444
BMDS_PbO-PbO_747,2.6176748071,989.444077086,3,319.2339861396,192.1567435025,11.3841542569,54.3839840102,3.788750886,38.2963533646,94.8094121244,0.6404029544,0.92434,0.642
BMDS_BrAsTe-TeAsBr_98,1.6644839934,1464.0688042441,4,758.0603434617,35.8703632553,13.7568194915,63.7695346761,5.4602664066,32.2095388727,151.4526448557,0.0936615041,3.31146,1.49
BMDS_PbS-PbS_748,2.3723000441,420.6989888038,3,465.9897868918,130.8180601227,13.6092929462,59.4627546012,4.9354086319,32.9352846666,131.6108968508,0.7050102395,1.4348,0.403
BMDS_Li2Pb-Li2Pb_509,4.603785796,514.5047324138,0.6666666667,208.7155053897,45.5251941286,10.620787867,3.5019380099,4.5525194129,33.8232893903,574.7118016489,2.9661414944,4.19828,1.637
BMDS_PtTe2-PtTe2_433,2.4676651173,5301.1310631376,2.6666666667,764.5746153213,217.0716573467,13.9940822434,64.3175281027,5.5071883438,55.4185140604,152.754129244,0.0944663694,2.78021,2.158
BMDS_SeNbS-SeNbS_29,2.1549943895,7935.1984924679,2.6666666667,678.7890360714,352.2829174548,10.2298816774,54.9905041881,3.814966228,31.280557292,83.0012922589,0.0396790857,3.1981,3.581
BMDS_CuLi2-CuLi2_493,5.3493568988,2521.286258916,0,166.2116859475,61.3533068934,6.735496571,2.788786677,3.6254226801,19.1869901311,457.6747535244,2.3621023154,4.02623,7.984
BMDS_NbSe2-NbSe2_522,2.4494508771,7839.5276906542,2.6666666667,677.6187498571,330.1219550586,10.457366983,55.5994871678,4.1004621786,39.9906440651,100.4265736968,0.0708893461,3.35665,3.206
BMDS_BrSbS-SSbBr_116,1.5972800053,2055.8435737636,4,797.7352736656,179.4904365748,13.7782481096,63.8188218932,4.1482234231,26.5728377665,77.3803215456,0.0107295394,3.31289,1.342
BMDS_P2-P2_758,0.5293755808,0,3,235.9182166581,0,9.2979605325,49.1496284704,3.5715396689,6.5000747234,81.9160474507,0.0077001085,1.23726,0.874
BMDS_ClSbSe-SeSbCl_87,1.5629807054,1652.2124373026,4,786.2302339646,120.958497533,14.0785412561,64.5111986843,4.757700903,26.2741178135,116.5233526235,0.0822517783,3.24973,1.206
BMDS_Li2Zr-Li2Zr_515,4.8126970287,5148.8422623583,0,183.2820677393,119.932896675,8.1899014129,3.0752024788,3.9977632225,20.4180978464,504.6791668098,2.6046964996,4.99879,6.514
BMDS_SrBr2-SrBr2_448,2.5471961678,3615.1426597985,3.3333333333,1496.3979946067,576.2469172084,18.4044860414,78.3695807403,5.3936711451,22.6273563057,96.809482091,0.0056241699,3.13011,0.613
BMDS_NiTe2-NiTe2_526,2.8516577268,3740.9965148985,2.6666666667,707.7581088325,96.7492682947,11.9913877728,59.5380112583,5.097942214,44.6438583337,141.4027767384,0.087446454,2.92383,2.301
BMDS_CrAs2-CrAs2_384,3.2298296056,3234.3115624911,2,231.4461485085,154.297432339,7.625024164,44.5088747132,3.5607099771,44.6669364312,89.0177494264,1.4895636737,3.60202,3.652
BMDS_AsTaBi-BiTaAs_318,3.5752950845,9435.9303072174,2,313.4312514635,195.8945321647,10.2286679359,51.5511926749,5.1551192675,76.0311354971,164.9638165597,0.2704719242,4.0005,4.215
BMDS_TiSe2-TiSe2_554,2.309995364,5056.5003959768,2.6666666667,681.4219607571,255.0964263347,10.5753638562,55.911545498,4.1234764805,32.5709081941,100.9902290558,0.0712872205,3.24201,2.046
BMDS_AsCrBi-BiCrAs_137,3.5027845297,5405.4900619568,2,301.4066358831,76.0126384354,9.4591371598,49.5734598492,4.9573459849,55.7865787261,158.6350715174,0.2600954193,3.57456,5.194
BMDS_BiHfSb-SbHfBi_307,4.8315505644,5300.3351653878,2,341.3979285417,248.108959696,9.4775593292,49.6217919392,4.6313672477,89.7411704817,142.2491368924,0.8038730294,4.97645,4.235
BMDS_SeBiCl-ClBiSe_335,1.9891755889,1503.6769662003,4,1407.6804216843,258.1419684464,14.0894690358,68.5689603686,4.033468257,38.5400107103,58.8886365518,0.0003589787,3.55947,1.275
BMDS_ClSbTe-TeSbCl_70,1.7614560931,760.4441515935,4,798.567124741,41.9856532461,15.2663931401,67.1770451938,5.7520344947,29.2788813362,159.5454823352,0.0986662851,3.32636,1.155
BMDS_PtTe2-PtTe2_536,2.5646224304,5146.5467644592,2.6666666667,742.27914115,210.7417119984,13.1899531967,62.4419887403,5.3465952859,57.5959692516,148.2997232581,0.091711671,3.09033,2.859
BMDS_Bi2Ti-Bi2Ti_482,4.8284256969,4647.5049616493,2,303.4887960063,109.8150248707,9.5902860632,49.9159203958,4.9915920396,81.5329098552,159.7309452665,0.2618921957,4.73418,4.535
BMDS_CdBr2-CdBr2_674,1.5661624392,1382.7840164634,3.3333333333,1366.7002367213,282.0977075179,17.7276689168,71.5770302657,4.9261838477,24.9808840898,88.4186844459,0.0051367045,3.22641,1.343
BMDS_Pb2O2-Pb2O2_642,1.7741392388,2212.2357763275,3,142.2646630679,429.6311762165,16.4277978286,56.743740255,5.8770302407,25.9555018158,190.4968422847,1.4307528793,2.39183,1.137
BMDS_Os2Te2-Os2Te2_641,2.4960871535,10571.1860887107,2,778.3100923892,253.7078113992,16.7447882831,65.4729835869,5.6061242196,63.6502725003,155.4983360189,0.0961634446,3.24017,3.006
BMDS_AsVSb-SbVAs_321,3.2973553458,4134.8052458183,2,333.5719433471,122.8268783642,9.0476990613,48.4842940911,4.5252007818,46.0436552876,138.9883097279,0.7854455643,3.79065,10.603
BMDS_BaBr2-BaBr2_477,2.80861127,3450.5067049515,3.3333333333,1525.5168570243,747.2494771006,19.1278375632,79.8945981806,5.4986282277,25.4874894258,98.6933271642,0.0057336123,3.67818,0.764
BMDS_STiTe-TeTiS_170,2.2970515606,4383.3998687089,2.6666666667,684.3103362185,190.6858455288,11.2101758779,57.5655382728,4.9290492146,29.1276509787,136.718153398,0.0845493843,3.10877,2.57
BMDS_CaI2-CaI2_673,1.8686060559,3566.5897220062,3.3333333333,1445.9346095396,386.9540452359,23.9920561747,83.2685920128,6.661487361,19.2314531062,161.1492163071,0.0219927046,3.53149,1.137
BMDS_SeSbI-ISbSe_355,2.1721487671,2095.6597871055,4,1196.755400448,72.9728902712,14.2335877894,68.9188408117,5.5135072649,38.57457234,133.3782272179,0.0182026821,3.86007,1.624
BMDS_SBiI-IBiS_324,2.2902558858,644.1337536879,4,1206.9075473733,114.4763256316,14.4758560883,69.5034834192,5.5602786735,42.6105448278,134.5096826171,0.0183570965,3.77995,1.527
BMDS_AsWSb-SbWAs_305,3.4470224252,8810.1673628279,2,325.7390215905,189.3831520875,8.6278848535,47.3457880219,4.4189402154,73.9667110901,135.7245923294,0.767001766,4.07449,5.588
BMDS_NbSb2-NbSb2_521,4.2144280254,6049.4121915525,2,338.1500244652,212.9820890527,9.2977453657,49.1497128583,4.5873065334,61.4559463324,140.8958435272,0.7962253483,4.45605,4.708
BMDS_Ru2Te2-Ru2Te2_652,2.4602951183,7769.3431683858,2,784.2157310395,226.7711104478,16.999998924,65.9697775848,5.6486622057,45.1379707667,156.6782217639,0.0968931108,3.10941,3.111
BMDS_SHfTe-TeHfS_344,2.6383432742,6630.7255390359,2.6666666667,707.1921212582,316.0427460933,11.9727071193,59.4903992646,5.093865437,47.3598766276,141.2896982535,0.0873765239,3.38234,2.557
BMDS_CuCl2-CuCl2_680,1.4792351918,4230.353905072,3.3333333333,1244.6727811951,235.3822451544,12.7194629864,60.6287601155,3.5663976539,17.6763915223,52.0694057463,0.0003174094,2.75629,1.403
BMDS_SnS2-SnS2_445,1.8313110346,431.9176226182,3.3333333333,740.091882485,210.9261865082,11.8588831905,59.2073505988,3.8484777889,26.291822978,71.788912601,0.0099542358,2.95697,1.551
BMDS_ZrSe2-ZrSe2_470,2.3028467509,6210.0007135576,2.6666666667,741.0955563915,391.450473376,12.5084800338,60.8078405244,4.4845782387,33.617703011,109.8341619473,0.0775299967,3.16641,1.962
BMDS_In2Te2-In2Te2_581,2.9164296636,1287.2363504823,2.5,835.8620527183,145.023384541,16.72573274,70.3143682623,6.0206677825,43.3326491894,166.996624623,0.1032742284,5.57557,1.63
BMDS_AlI2-AlI2_473,2.2138658669,2172.4097011362,3.6666666667,1173.2013899517,11.9227783532,13.6786468062,67.562410668,5.4049928534,33.117349364,130.7531359397,0.0178444249,3.8425,1.43
BMDS_BrZrI-IZrBr_310,2.8431372232,6446.1665251465,3.3333333333,1092.9031721697,336.9044331553,11.8701454687,62.9381908092,5.0350552647,42.0477790078,121.8039104485,0.0166230869,3.76336,2.282
BMDS_VH2-VH2_558,1.8691639734,5637.4616482978,0,189.2158138102,306.695961945,5.8505688687,2.5991183216,0.8317178629,15.7489535088,11.7142262753,0.0047173998,2.24865,3.587
BMDS_As2-As2_755,1.3451206866,0,3,281.3682108924,0,11.2691216679,54.1092713255,4.328741706,26.2684992834,108.2185426509,1.810856947,1.39751,0.696
BMDS_TeAsCl-ClAsTe_123,1.5556063879,3613.3209282147,4,1373.0934276426,137.7027792765,13.4056274695,66.8842070771,3.9343651222,27.8742215131,57.4417307839,0.0003501585,3.1541,1.234
BMDS_Sc2Se2-Sc2Se2_655,2.1490000691,6188.373911606,2,914.1916005782,379.741126394,21.9786568963,75.010592868,5.532031224,18.7944333423,135.4878833677,0.0956385059,2.47502,1.196
BMDS_WAs2-WAs2_462,2.7763093031,8112.8736934722,2,242.9190587681,246.0334056754,8.3994434051,46.7152036092,3.7372162887,66.7470729751,93.4304072185,1.5634021475,3.76787,1.638
BMDS_SNbSe-SeNbS_149,2.1549943895,7753.661090517,2.6666666667,670.196769792,326.5061186166,10.2298816774,54.9905041881,4.0555496839,31.280557292,99.3265981897,0.0701128928,3.1981,3.261
BMDS_ZrSb2-ZrSb2_570,4.496036545,4012.1330940266,2,338.2170976651,239.2427144336,9.3014996832,49.1594618699,4.5882164412,60.7493847028,140.9237906938,0.7963832823,4.93605,4.282
BMDS_RuS2-RuS2_704,1.3090924861,8137.2815017809,2.6666666667,733.5377980908,330.0920091409,13.451985646,58.6830238473,3.8143965501,20.4268731536,71.1531664148,0.0098660834,2.43269,3.103
BMDS_BrSbSe-BrSbSe_26,1.6725716564,2135.2137432501,4,1058.8847264572,140.6140225665,14.38646421,67.2501847057,4.7890283048,30.5510399245,101.6904308126,0.0440590604,3.41909,1.36
BMDS_HgTe-HgTe_742,1.5675313701,1157.2147597375,2,450.7151724251,113.7451539243,19.4521553486,66.3513397892,6.3744680012,33.3289490736,170.4044587229,0.2533199366,0.5134,1.07
BMDS_SeCrS-SeCrS_209,2.6239840323,5434.5938680644,2.6666666667,617.2762499527,220.3441803629,8.4595643657,50.0071898696,3.4692487972,32.2090140477,75.4796022094,0.0360833129,3.04155,3.048
BMDS_IBiS-IBiS_45,2.0345152999,657.500882126,4,1038.2806748583,174.0252342755,15.2283166666,69.1907557963,5.032054967,37.8524539234,109.6568644893,0.0150542311,3.51447,1.324
BMDS_IBiSe-SeBiI_85,2.0897812416,215.3372185175,4,833.1499525974,170.902554379,15.8092744393,68.3610217516,5.0416253542,41.1050620472,123.4770955388,0.0871603027,3.64147,1.334
BMDS_AuI2-AuI2_670,1.8496168694,3948.3850429406,3.3333333333,1226.2891009554,245.0916563563,17.2565332214,70.6196297976,5.6495703838,41.5838053862,136.6697541376,0.0186518905,3.54591,2.156
BMDS_FeI2-FeI2_390,2.7381246855,5499.608415175,3.3333333333,1139.9672816485,158.3287891178,12.9146317089,65.6485223172,5.2518817854,40.8305243611,127.0491990726,0.0173389332,2.77259,1.528
BMDS_SnO-SnO_751,1.6241895609,757.267621741,3,417.583615702,163.1317387156,9.7978933406,50.4531150667,3.4308118245,26.5681798624,98.0472202796,1.1205088599,1.00806,0.598
BMDS_PtSe2-PtSe2_535,2.0490984774,5643.383236898,2.6666666667,711.1669453245,269.8787382257,11.5189879372,58.3521596164,4.3034717717,52.1161700692,105.3985883071,0.0743990035,2.92749,2.835
BMDS_IZrCl-ClZrI_268,2.7563062214,7112.1247554414,3.3333333333,1268.7239519776,461.6846472813,11.4448176332,61.8003071164,3.6353121833,37.1029489388,53.0755578764,0.0003235428,3.63916,2.03
BMDS_TeZrSe-SeZrTe_93,2.4163320844,6358.2531629011,2.6666666667,758.7878621577,400.7956400115,13.112876065,62.259516895,4.591639371,35.7058714818,112.4562523916,0.079380884,3.36701,2.064
BMDS_ZnBr2-ZnBr2_464,1.8888414747,1622.2492269035,3.3333333333,1233.5600146479,182.4118321106,12.5071223109,64.6041905392,4.4462884077,30.6497343665,79.8051765484,0.0046363007,2.96979,1.574
BMDS_CuTe2-CuTe2_495,2.5806597881,2487.8361033022,2.6666666667,745.0464121933,86.1778184451,13.2887037264,62.674777051,5.366527785,41.0258547024,148.852595496,0.0920535788,2.90769,2.996
BMDS_ClZrBr-ClZrBr_217,2.5043776476,6664.6247857643,3.3333333333,1175.6379970908,417.1280898229,10.5518581992,59.3403977154,3.7873136189,32.8424559278,62.1328870196,0.0022846053,3.54101,2.195
BMDS_Li2Ni-Li2Ni_507,5.8384902138,3388.5132430568,0,158.4821505648,47.8637367477,6.1234104187,2.659096486,3.4568254318,19.6289573492,436.3909720564,2.2522547236,3.91503,9.097
BMDS_OsBr2-OsBr2_418,1.8146959006,11652.9673903834,3.3333333333,1244.1790720737,348.799431789,12.7235072747,65.1603334111,4.484564123,48.067536665,80.4921765667,0.0046762122,2.52369,1.681
BMDS_SbTe2-SbTe2_542,2.7550554009,707.2517602588,3.6666666667,742.7080653778,39.0487941839,13.2054474215,62.4780706942,5.3496848032,48.2280707512,148.3854178988,0.0917646663,4.13855,1.726
BMDS_GaC-GaC_734,1.2883276861,5878.0739567236,1.5,305.2512632601,115.2206628279,9.7591137816,45.086346324,3.3063320638,16.4344158057,102.3627048022,2.832090495,0,2.541
BMDS_WSb2-WSb2_463,3.8356539358,9244.3099067419,2,341.7906085424,198.7154700828,9.4992964584,49.6788675207,4.6366943019,75.9347424406,142.4127535593,0.8047976538,4.08599,5.348
BMDS_SeAsBr-BrAsSe_302,1.6122333434,3063.893262417,4,1206.6728378798,74.348295618,11.9679509394,63.1960512753,4.3493752937,32.748496679,78.0657103989,0.004535246,3.50609,1.461
BMDS_ClBiTe-TeBiCl_263,2.1882216144,746.3557319638,4,796.3472468278,83.7378808441,15.181527701,66.9903046753,5.7360448378,41.1640085973,159.1019736039,0.09839201,3.69098,1.203
BMDS_Li2Os-Li2Os_508,5.462972796,7667.2080566853,0,160.2089535073,48.385254415,6.2576767398,2.6880696897,3.4944905966,53.2943221455,441.1458369542,2.2767950272,4.311,6.745
BMDS_IBiSe-IBiSe_188,2.3567299839,432.9298129714,4,1020.5443343043,141.5687775045,15.0143646648,68.7024949654,5.2880102185,46.3558243762,128.6610360261,0.0518183364,3.90135,1.456
BMDS_TeNbSe-TeNbSe_14,2.6050333487,7679.898177074,2.6666666667,690.651869291,304.8048228958,11.1362502048,57.3750254863,4.5720723434,42.2859977738,119.9496626572,0.0787113631,3.5052,3.509
BMDS_BrSbS-SSbBr_279,1.8042952451,2000.8407294522,4,776.3923516558,174.6882791226,13.0505580011,62.1113881325,4.0372402286,30.0168064904,75.3100581106,0.0104424771,3.57125,1.447
BMDS_BrSbTe-TeSbBr_117,1.8602354265,767.4350691623,4,805.9085145466,42.3716358857,15.5480261597,67.7946174172,5.8049141163,33.2007109101,161.0122163658,0.0995733443,3.51378,1.233
BMDS_SMoSe-SeMoS_332,2.5716262935,7808.6592525325,2.6666666667,633.9252931906,282.8282077312,9.1526192535,52.014383031,3.8360607485,37.8834083416,93.9509793498,0.0663183384,3.23305,3.15
BMDS_ScS2-ScS2_440,2.1807346797,5335.4415324483,2.6666666667,748.4977318886,359.2789113065,12.1297758032,59.8798185511,3.8921882058,15.4698829175,72.6042799932,0.0100672945,2.72741,1.636
BMDS_K2Br2-K2Br2_628,2.4151005052,447.7154324855,2.5,2054.6929080276,943.1584821199,40.0679763312,107.6086858794,7.4060095576,9.3626895276,132.9283766746,0.0077225057,1.32951,0.162
BMDS_Sc2O2-Sc2O2_653,2.1506547263,7372.6147969856,2,590.9155788853,569.9611257333,17.5636492598,67.0542500863,2.6821700035,12.0521349902,22.2117203411,0.0011206442,0.48561,2.989
BMDS_AuTe2-AuTe2_476,2.5780836594,2368.897327859,2.6666666667,733.0181589451,196.5506104427,12.8627075285,61.6629366095,5.2798889472,58.1403437594,146.4494744475,0.0905674381,3.47181,1.337
BMDS_BiMoAs-BiMoAs_197,3.9845808347,6747.2974852386,2,274.5917679677,199.6145830971,9.123515427,48.6864836822,4.3817835314,69.2392710988,126.5848575737,0.9424080358,4.09181,2.691
BMDS_BiTiSb-SbTiBi_336,4.5092877725,3389.4230900879,2,337.2365196362,140.5152165151,9.247711892,49.0169359936,4.5749140261,68.4418327168,140.5152165151,0.7940743631,4.66876,4.305
BMDS_CoH2-CoH2_487,2.1734151459,4265.2216932897,0,177.0295949643,240.7407953498,5.1211297111,2.4317252056,0.7781520658,21.0759721726,10.9597855014,0.0044135812,1.93377,3.556
BMDS_Tl2S2-Tl2S2_587,4.1814665687,769.1870405207,2.5,815.5078885928,277.2726821216,14.3987495784,65.2406310874,4.2406410207,49.8721423104,79.1042651935,0.0109685811,5.28531,1.831
BMDS_AsB-AsB_729,1.1014035438,2133.2738292033,2,177.5467169456,45.7856863184,9.9612601093,47.4814524783,3.4593629663,17.5329531777,85.6361910769,1.3159145401,0,0.655
BMDS_BiNbSb-SbNbBi_352,4.5026467047,6152.9504887819,2,343.937607892,216.6273693118,9.6187792917,49.9909313796,4.6658202621,74.1855966588,143.3073366216,0.8098530884,4.51867,4.286
BMDS_HgBr2-HgBr2_402,1.8293709726,130.4362458339,3.3333333333,1344.9684052632,319.0467258326,14.8683958159,70.4388875215,4.8478528471,40.7314175462,87.0127434089,0.005055026,3.17408,1.598
BMDS_AsVSb-SbVAs_162,3.0131312494,4177.9648173884,2,337.0538055647,124.1089594134,9.2378546554,48.9903787158,4.5724353468,42.0748029964,140.439085652,0.7936441352,3.68366,4.12
BMDS_SbHfBi-BiHfSb_84,4.4841700117,6507.3510320556,2,302.544052877,215.6289850549,9.5307960966,49.7605350127,4.9760535013,83.2889276706,159.2337120405,0.2610769404,4.94831,4.359
BMDS_IHfBr-BrHfI_293,2.9361948962,8144.7308024786,3.3333333333,1180.1533874139,414.4716148034,11.4474277235,61.8071706286,4.2537876256,56.138890018,76.3500343059,0.0044355734,3.77851,2.383
BMDS_PdS2-PdS2_427,1.9111547777,5110.4607666436,2.6666666667,709.9390516908,287.5253159348,10.9119736404,56.7951241353,3.6916830688,27.237258464,68.864088014,0.0095486802,2.479,1.613
BMDS_BiTaAs-BiTaAs_2,3.2545923142,8638.9316356145,2,295.557107883,249.791172738,10.569731442,52.4037425324,4.7163368279,69.211168136,136.2497305843,1.0143617763,3.86172,5.124
BMDS_HfI2-HfI2_499,3.0465952212,7975.5921860521,3.3333333333,1111.0090429288,350.0130114918,12.2669824735,63.9808730684,5.1184698455,56.6775905082,123.8218072912,0.0168984777,3.8816,2.28
BMDS_TeTiS-TeTiS_213,2.5183059004,4922.0776458467,2.6666666667,693.1102705214,250.4575810956,10.9299160455,56.8414368444,4.2808707123,31.933255911,101.9593273396,0.0465211635,3.24333,2.033
BMDS_Al2Se2-Al2Se2_573,2.1600699988,1666.0634914152,2.5,739.2595190251,56.8661168481,12.4467241203,60.6571913046,4.4734678587,26.1134814018,109.562051794,0.0773379189,4.89303,1.886
BMDS_Zr2I2-Zr2I2_665,2.9462960722,7271.7703659578,2.5,1232.8786216183,380.0540466371,17.4424282102,70.9991076135,5.6799286091,39.3901477726,137.4041553226,0.0187521172,4.33892,2.149
BMDS_TeZrSe-TeZrSe_225,2.6853857801,5799.2833703181,2.6666666667,734.9898182653,354.9016256421,12.611886075,61.0583441965,4.8655868032,39.6816481315,127.6501008358,0.0837644159,3.53888,1.894
BMDS_HfS2-HfS2_398,2.1338746559,7718.0518343885,2.6666666667,728.9295474574,437.3577284744,11.5036554544,58.3143637966,3.7904336468,35.8563312182,70.7061661034,0.0098041024,2.88748,1.986
