bilayers,density,packing_fraction,mean_wt_CN_3,std_dev_wt_CN_3,avg_s_valence_electrons,avg_p_valence_electrons,avg_d_valence_electrons,min_MeanBondLength,max_MeanBondLength,mean_BondLengthVariation,lattice_constant,Area,static_dielectric_constant,layer_thickness,avg_surf_NN_thickness,mean_surf_Z,mean_surf_period,mean_surf_group,mean_surf_mass,mean_surf_kai_P,mean_surf_kai_A,mean_surf_EA,mean_surf_IE1,mean_surf_Rvdw,mean_surf_Rcov,mean_surf_MP,mean_surf_BP,mean_surf_Cp_g,mean_surf_Cp_mol,mean_surf_rho,mean_surf_E_fusion,mean_surf_E_vapor,mean_surf_Thermal_Cond,mean_surf_Ratom,mean_surf_Mol_Volume,mean_surf_Elemental_polarizability,mean_surf_Z_NN,mean_surf_period_NN,mean_surf_group_NN,mean_surf_mass_NN,mean_surf_kai_P_NN,mean_surf_kai_A_NN,mean_surf_EA_NN,mean_surf_IE1_NN,mean_surf_Rvdw_NN,mean_surf_Rcov_NN,mean_surf_MP_NN,mean_surf_BP_NN,mean_surf_Cp_g_NN,mean_surf_Cp_mol_NN,mean_surf_rho_NN,mean_surf_E_fusion_NN,mean_surf_E_vapor_NN,mean_surf_Thermal_Cond_NN,mean_surf_Ratom_NN,mean_surf_Mol_Volume_NN,mean_surf_Elemental_polarizability_NN,Y_Corr
BMDS_TeNbS-SNbTe_119,36.7015595944,2.4898749358,0.7555907656,0.3138006677,1.6666666667,2.6666666667,4.6666666667,0.7025794246,1.1555667163,0.3276372345,3.5335591491,10.8129754941,16.489878,3.35722,2.4729377679,56.5369463854,10.6006774473,56.5369463854,113.3035741156,9.1165826047,9.148384637,706.711829818,3532.1457254304,6.3604064684,3.6749015151,1372.2930311406,2536.6361063572,2.5017598776,80.2117926843,6.9257759322,6.1130573279,35.3355914909,0.0095052741,310.9532051199,5.7809E-05,68.5510474923,88.3389787273,7.0671182982,38.86915064,214.9866856134,3.4628879661,4.1660662368,402.4723870814,1227.9118043088,1.3427524767,1.8374507575,8344.9946288569,15191.2301446273,1.565366703,6.7137623833,23.3568259755,88.5863278677,2403.1735772961,1.888015989,388.6915063999,1.95017129438277E-05,277.7377491185,0.001
BMDS_AsNbSb-SbNbAs_124,45.2892665258,3.0054005524,0.7060374086,0.3227776198,1.6666666667,2,8,0.7539258197,1.1273979505,0.3221351286,3.4017733585,10.0215709461,24.425167,3.85288,2.9423437058,173.4904412837,17.0088667925,51.0266003775,414.1999241313,6.9736353849,6.7491183433,351.0630105975,2837.0789809915,7.0076531185,4.7624827019,3074.4547259479,6327.2984468156,0.7041670852,85.826741835,22.7816761819,67.0149351625,231.2185351774,0.8266309261,452.4358566809,6.1847641430943E-05,146.2762544156,34.017733585,0,34.017733585,98.1534077769,1.5307980113,1.9526179078,58.1703244304,618.7825739117,0.408212803,0.5442837374,6280.4220099354,10739.398492794,0.1973028548,2.1431172159,6.3715215005,24.1525908454,2116.3452595255,1.0001213674,221.1152683027,2.4969E-05,187.0975347177,1.845
BMDS_AsNbBi-BiNbAs_154,56.5535253298,3.2807434324,0.7209477662,0.2764441915,1.6666666667,2,8,0.7513066689,1.1306691363,0.3254751391,3.4764151234,10.4663728133,16.240663,3.88995,3.0574210981,288.542455241,20.8584907403,52.1462268508,726.502623051,7.0223585492,6.987594398,317.0490592527,2443.9198317397,7.1961793054,5.2146226851,1892.5603931708,6386.1745816583,0.4241226451,88.7181139488,33.9993399067,37.8929248449,622.2783070859,0.2735938702,497.1273626441,7.4284E-05,166.8679259225,146.0094351822,3.4764151234,34.7641512339,403.5214090318,1.4600943518,2.085849074,17.7297171293,176.9495297803,0.3824056636,0.2085849074,7667.581196138,11055.0000923643,0.4971273626,3.1983019135,4.2064622993,55.2750004618,1776.7957695621,1.593241051,191.2028317862,3.65962220038739E-05,173.8207561693,0.099
BMDS_Ru2S2-Ru2S2_584,39.274091504,2.3790088254,0.7447544382,0.2552455618,1.5,2,3.5,0.7427793828,1.2572206172,0.3071187677,3.4665579544,10.4070358659,18.628104,4.38874,2.2215075122,55.4649272711,10.3996738633,55.4649272711,111.1551808093,8.9437195225,8.9749185441,693.3115908892,3465.1713312642,6.239804318,3.6052202726,1346.2724471887,2488.5379587582,2.4543230317,78.6908655659,6.7944535907,5.9971452612,34.6655795445,0.0093250409,305.0570999912,5.67128881347366E-05,67.2512243163,97.0636227245,6.9331159089,27.7324636356,239.2098316465,1.3172920227,3.6364192942,342.1492701038,1003.2218720167,1.143964125,1.1092985454,7691.0441400521,12844.0478737565,1.6292822386,4.714518818,36.0868683058,83.0933941681,1933.5420302514,4.0465477658,311.9902159001,2.83911096469127E-05,182.3409484039,0.391
BMDS_ZnS2-ZnS2_721,24.3989233819,2.1192442229,0,0,2,2.6666666667,3.3333333333,0.7519322245,1.1240338877,0.3388701552,2.9831600431,8.8990652084,1.994396,3.57688,2.3288029467,47.7305606896,8.9494801293,47.7305606896,95.6550267819,7.6965529112,7.7234013516,596.6320086194,2981.9667790798,5.3696880776,3.1024864448,1158.5400343372,2141.5211001381,2.1120773105,67.7177329783,5.8469936845,5.1608668746,29.831600431,0.0080247005,262.5180837925,4.88044983050669E-05,57.8733048361,41.7642406034,2.9831600431,11.9326401724,99.4138084362,2.7743388401,2.9801768831,596.6320086194,278.0305160166,0.6264636091,0.4773056069,907.8352643153,1378.6077507164,0.9546112138,8.0247005159,15.4527690232,16.7653594422,314.1267525381,3.4524409495,161.0906423272,2.14757691502553E-05,57.4854940305,1.059
BMDS_SnTe2-SnTe2_447,41.8040180414,2.4075574658,0.6666666667,0.4714045208,2,3.3333333333,10,0.6937916057,1.1531041972,0.2843546811,4.1255330816,14.739540594,9.812419,3.57684,2.9785548843,214.5277202449,20.6276654082,66.0085293061,523.548712958,8.6636194714,8.9029003902,784.6763921264,3586.3259078627,8.4985981482,5.6519803218,2981.3577367722,5202.297215938,0.8333576825,106.1499661904,25.7433264294,72.1968289286,208.875739923,0.0969500274,507.4405690407,8.4363E-05,156.770257102,8.2510661633,0,8.2510661633,33.8066808374,0.5775746314,1.3779280493,342.0066924673,662.9731662183,0.453808639,0.1237659924,897.6334879015,6658.6103937541,0.103138327,5.1981716829,4.4143203973,43.3180973571,989.0553009905,2.6506550049,90.7617277959,1.73684942736707E-05,61.8829962245,1.306
BMDS_TeZrS-SZrTe_298,34.6300208681,2.6002055718,0.7695931003,0.3231440328,2,2.6666666667,4,0.7128534344,1.1519644787,0.3097698519,3.749762981,12.1766825856,9.015955,3.39805,2.566380003,59.9962076968,11.2492889431,59.9962076968,120.2361499873,9.6743884911,9.7081363579,749.9525962096,3748.2630758556,6.7495733659,3.8997535003,1456.2579513198,2691.8423512049,2.6548321906,85.1196196698,7.3495354429,6.4870899572,37.4976298105,0.0100868624,329.9791423322,6.13461223699453E-05,72.7454018323,89.9943115452,7.4995259621,44.9971557726,221.8322281958,4.6872037263,4.7584492229,595.8373376885,1348.0397916868,1.6123980819,2.2498577886,6523.2376723504,14864.5479260618,1.6123980819,9.9743695296,17.0651713267,72.2579326448,2176.7374104984,0.8411093343,442.4720317637,8.80819324248175E-06,347.228052045,0.175
BMDS_SbWAs-AsWSb_113,65.7482716931,3.0640238507,0.6207628648,0.3983724066,2,2,8,0.7668848145,1.1189566571,0.321888733,3.2338679859,9.056621506,20.419776,3.89021,2.5757975268,106.7176435344,12.9354719436,48.5080197884,242.2865636918,7.0498322092,7.1500821168,252.2417028996,3062.4729826397,5.9826557739,3.8806415831,3524.9161046223,2868.4409034862,1.0639425674,79.6825071724,18.5203619552,89.5781432092,104.7773227429,1.6234017289,368.6609503917,4.23054609914391E-05,97.0160395768,132.5885874216,6.4677359718,29.104811873,352.2277268346,0.5820962375,2.3962961775,1.9403207915,572.3946335029,1.0671764353,0.9701603958,8424.2261032487,15978.5417182924,0.6370719932,1.1965311548,43.7315967732,23.607236297,1261.7906107353,4.0035285665,255.4755708855,1.1422E-05,122.8869834639,0.701
BMDS_SnS2-SnS2_707,21.1659661872,1.4742784275,0,0,2,3.3333333333,3.3333333333,0.6568011854,1.1715994073,0.3345612703,3.7826341594,14.3083675531,2.519203,3.07476,2.4373378349,60.5221465509,11.3479024783,60.5221465509,121.2901643222,9.7591961313,9.7932398388,756.5268318862,3781.1211057672,6.808741487,3.9339395258,1469.0238021566,2715.4395840307,2.6781049849,85.8657954191,7.4139629525,6.5439570958,37.8263415943,0.0101752859,332.8718060299,6.18838948482912E-05,73.383102693,128.6095614207,7.5652683189,7.5652683189,327.7463367439,2.3452331788,2.893715132,350.6501865793,1100.7465403944,1.399574639,1.3617482974,441.5090590888,8159.6336243334,1.8194470307,16.227500544,20.237092753,19.9344820202,1060.5371392797,2.5090590643,215.6101470876,4.57698733291142E-07,127.0965077569,0.031
BMDS_GaI2-GaI2_496,36.9646419057,2.21489287,0.6666666667,0.4714045208,2,3.6666666667,10,0.7344579481,1.132771026,0.2945907128,4.0419395424,14.1483150339,4.55701,3.88578,3.0365417868,214.2227957448,20.2096977118,68.71297222,515.7514856044,10.7515591827,9.5349353804,1193.1805529029,4075.8918345098,8.0030402939,5.4970377776,1563.6243119597,1848.7831466727,0.8649750621,220.0027692903,19.9671813392,31.3654508487,84.4765364352,0.0181483085,464.8230473707,0.0001038334,132.9798109434,88.9226699318,4.0419395424,16.1677581694,233.9353348928,3.435648611,2.437289544,1076.3685001289,1736.4172273953,0.4446133497,0.5254521405,339.2804051852,8163.1010997381,0.6426683872,114.7910830029,3.8964297188,8.7710088069,950.50250278,1.6228791457,84.8807303894,5.61021208478735E-05,69.1171661743,0.133
BMDS_BiS2-BiS2_375,34.9797110962,1.9695293184,0.6666666667,0.4714045208,2,3.6666666667,3.3333333333,0.6691532378,1.1654233811,0.2798621827,3.9014589808,13.1823272434,4.929469,3.18731,2.7592627911,62.4233436935,11.7043769425,62.4233436935,125.1002822207,10.0657641706,10.1008773014,780.2917961684,3899.8983972497,7.0226261655,4.0575173401,1515.1706097998,2800.7403585771,2.7622329584,88.5631188651,7.6468596025,6.7495240369,39.0145898084,0.0104949247,343.3283903141,6.38278689265751E-05,75.6883042283,261.3977517164,11.7043769425,3.9014589808,690.2281761793,2.1848170293,2.2589447499,424.4787371156,1157.1727337177,1.0533939248,1.7946711312,608.7836593706,4366.2397892297,2.2862549628,11.002114326,30.5094092302,35.7763788543,659.3465677623,0.2965498971,214.5802439463,1.95385065760567E-05,111.5817268521,0.126
BMDS_ClBiSe-SeBiCl_275,38.5400107103,1.9891755889,0.6791286912,0.4537805567,2,4,6.6666666667,0.7164631708,1.1445487277,0.2930973433,4.033468257,14.0894690358,3.551055,3.55947,2.8694858704,137.1379207372,16.1338730279,64.5354921116,318.4826535707,10.2853440553,9.8174617375,786.5263101101,3795.4936298135,7.6635896883,4.7594925432,1992.5333189457,3864.0625901821,1.2947433105,102.3008554017,19.4372835304,21.7807285877,106.1608845236,0.0822827524,415.4472304684,6.60883773905354E-05,116.5672326266,197.6399445918,8.066936514,4.033468257,524.4331561592,2.1377381762,1.710190541,418.674005074,959.9654451601,0.6856896037,1.2907098422,203.2868001515,3545.418597881,0.8026601831,0.6332545163,20.0100360229,22.1840754134,615.8299334749,0.2351511994,161.338730279,2.00987723245064E-05,77.0392437082,0.188
BMDS_IrH2-IrH2_505,52.7034570119,1.705448247,0.6666666667,0.4714045208,1.3333333333,0,2.3333333333,0.6493282642,1.175335868,0.3465780904,2.7329705882,6.4686997054,4.532693,2.04208,1.8794240877,2.7329705882,2.7329705882,2.7329705882,2.7545610558,6.012535294,6.2858323528,198.9602588194,3585.6574116895,3.006267647,0.8745505882,38.2889179404,55.4246435282,39.0924112933,78.8079398807,0.2456940559,1.5249975882,1.2519738264,0.0049603416,144.8474411734,0.0306366003,12.3174984409,207.7057647015,13.6648529409,21.8637647054,522.568846492,0,1.6944417647,213.7182999955,1180.6432940929,2.8149597058,2.7329705882,7447.3175230792,12792.2700914965,38.7343921462,10.2103781174,61.6560897664,69.5322377044,1538.9955902589,4.012506423,347.0872646986,0.0306133974,135.2629133207,0.011
BMDS_ClAsTe-ClAsTe_3,27.8742215131,1.5556063879,0.7846857733,0.3037768254,2,4,6.6666666667,0.6593181539,1.1718705432,0.2930269971,3.9343651222,13.4056274695,4.975058,3.1541,2.7655421972,135.7355967154,15.7374604887,64.9170245161,319.3868426626,10.3473802713,9.8890267346,1060.7048369411,4171.4106207967,7.4949655578,4.6622226698,1759.1726770826,2950.9902317205,1.3396513241,117.3994880634,18.5977439326,40.7206790146,119.6637151913,0.0464038694,397.3708773407,0.0217402177,103.4738027135,68.8513896382,3.9343651222,5.9015476833,179.9017959858,2.0852135148,1.3986668009,753.8243574106,751.2670200812,0.6098265939,0.7278575476,2529.2853060991,2010.2441873548,0.5449095694,20.4567314528,5.9526944299,68.2612348699,79.533190945,1.9286474219,86.5560326881,0.0216887484,46.0320719296,0.104
BMDS_SeSbCl-ClSbSe_342,29.7571692716,1.7701786126,0.6791288297,0.4533862744,2,4,6.6666666667,0.7179857361,1.1437195548,0.2970351147,3.9220425458,13.3217865959,3.994063,3.52774,2.9353670292,66.6747232794,11.7661276375,66.6747232794,139.0481743779,12.3936544449,11.252340064,1368.7928485003,4907.2596333625,6.8635744552,3.9220425458,673.0225008672,937.7995931372,1.8786583795,133.1494223889,12.6054447423,12.5505361467,40.0048339676,0.0003490618,309.8413611218,0.0432640513,57.2618211694,133.3494465588,7.8440850917,7.8440850917,338.4997260043,4.3534672259,3.4710076531,964.0380577689,1636.276150127,1.2158331892,1.5688170183,2871.6411112175,6357.1995421363,1.0667955725,34.1962889572,13.6604741872,64.7137020065,226.5763978735,0.9527072769,211.7902974757,0.0431927447,111.386008302,0.141
BMDS_SWTe-TeWS_334,58.7770787569,2.6780117968,0.6708611191,0.3798332228,2,2.6666666667,4.6666666667,0.7302942088,1.1395060646,0.3161197132,3.3627923352,9.7931252298,6.686788,3.38764,2.7232479851,174.8652014288,16.8139616759,53.8046773627,426.7534798986,7.0618639039,7.2569058593,639.6031021493,2923.2753769633,6.9273522105,4.6070254992,2430.155508934,4240.4811346494,0.6792840517,86.5246467839,20.9838241715,58.8488658655,170.2581759297,0.0790256199,413.6234572259,6.87657404618913E-05,127.7861087365,73.9814313737,3.3627923352,33.6279233517,191.4622629991,0.8743260071,2.3136011266,375.287624605,333.9252788824,0.4035350802,0.4371630036,9995.3621695192,15357.8725947214,0.2353954635,4.9096768093,43.7499282806,58.8488658655,1250.7906090665,5.7722330433,235.3954634619,3.66510736610178E-05,100.8837700551,0.611
BMDS_ClSbTe-ClSbTe_10,29.2788813362,1.7614560931,0.8103864229,0.2681540923,2,4,6.6666666667,0.6630663132,1.1712308197,0.2864548343,4.1985653246,15.2663931401,4.425216,3.32636,2.9405068878,144.8505036991,16.7942612984,69.2763278561,340.8342848453,11.0422268037,10.5530939434,1131.9332115151,4451.5288854188,7.9982669434,4.9752999097,1877.3045135933,3149.1549145511,1.429611493,125.2830900037,19.8466182894,43.4551511097,127.699364348,0.0495199787,424.0550977857,0.0232001153,110.4222680373,73.4748931807,4.1985653246,6.2978479869,191.9825483918,2.4351678883,2.2231403394,698.6412700153,949.9254046932,0.6507776253,0.9026915448,1917.2748554836,4660.1765892254,0.5815012975,19.3532868638,8.2711736895,39.2565857851,157.6771207658,0.9707313952,134.3540903876,0.0231237812,70.116040921,0.127
BMDS_BiMoAs-AsMoBi_257,69.2392710988,3.9845808347,0.5901095479,0.3691126266,1.6666666667,2,8.3333333333,0.7876560002,1.1104548984,0.3054879171,3.2457655788,9.123515427,25.331073,4.09181,2.5692700685,107.1102641009,12.9830623153,48.6864836822,243.1779503897,7.0757689618,7.1763876948,253.1697151475,3073.7400031369,6.0046663208,3.8949186946,3537.8844809073,2878.994068408,1.0678568754,79.975663862,18.5884994699,89.9077065331,105.1628047536,1.6293743206,370.0172759848,4.24611053020448E-05,97.3729673644,29.2118902093,3.2457655788,29.2118902093,68.2207992417,0.0649153116,2.4051122939,19.7991700308,852.6626175544,1.0386449852,0.8438990505,5861.8526353381,13064.2064547263,0.2531697151,1.8825440357,14.7779706803,26.9398543042,1811.1371929782,2.8497821782,246.6781839899,1.21683751549737E-05,185.0086379924,4.155
BMDS_BrBiTe-BrBiTe_229,45.2004842191,2.28894623,0.7558603235,0.3452656416,2,4,10,0.7303883838,1.1368879751,0.2827682531,4.2279864598,15.481227805,4.482631,3.85654,3.1113736135,183.9174110027,19.0259390692,69.7617765872,437.1917688892,10.6968057434,10.2380692125,1088.283714761,4247.4351975482,8.265713529,5.369542804,2089.5977480433,3367.591215257,1.4290594234,214.4011933781,19.786976632,49.2560422571,138.1600275412,0.0522579126,458.7365308919,9.73684141767241E-05,124.7256005651,167.0054651634,6.3419796897,6.3419796897,446.3745326813,2.1562730945,1.7398164282,702.6913496242,1275.1607162856,0.4862184429,0.9724368858,965.7989470197,4399.2199114562,0.9132450753,106.5029789232,21.5627309451,24.73372079,618.6495487689,0.2804846217,145.8655328642,1.09103190595991E-05,78.2177495069,0.063
BMDS_SAsCl-ClAsS_140,19.3335126634,1.2055081211,0.6736892335,0.4614731115,2,4,3.3333333333,0.6605539536,1.1750435421,0.3134246885,3.6506176579,11.5414718712,3.884241,3.0157,2.6920431142,62.0605001837,10.9518529736,62.0605001837,129.4253478244,11.5359517989,10.4736220604,1274.0655625956,4567.6528135232,6.3885809013,3.6506176579,626.44599009,872.8991881726,1.7486458581,123.9348188669,11.7330851524,11.6819765052,37.2363001102,0.000324905,288.3987949715,0.0402699634,53.2990178049,58.4098825259,3.6506176579,7.3012353157,144.0847680913,3.5776053047,2.4021064189,989.317385282,1110.5178915232,0.3650617658,0.7301235316,3352.7272569851,2365.1986743555,0.5475926487,33.9835997771,9.1740021742,89.4401326177,81.0437120046,1.8322851593,127.7716180253,0.040222206,56.2195119312,0.136
BMDS_SbMoAs-SbMoAs_184,56.5663566664,3.7148341828,0.5584506022,0.3697955957,1.6666666667,2,8.3333333333,0.7914971136,1.1071849933,0.3023603989,3.1583849727,8.6386742624,22.956262,4.06782,2.7352259326,132.652168854,14.2127323772,47.3757745907,310.5981049247,6.6799842173,6.6247124803,286.1496785279,2812.5418182018,6.1746426217,4.1059004645,3148.5623954489,4338.0417600227,0.8464471727,78.7543292946,19.6198874505,74.8537238533,158.5035498557,1.1764984023,390.0605441302,4.93702947009789E-05,115.2810515041,28.4254647544,1.5791924864,28.4254647544,73.966849353,0.2052950232,1.9818865704,59.0617989898,651.2589813736,0.6790527691,0.5053415956,5998.1204855309,11175.9452259485,0.1926614833,2.7635868511,12.848310069,38.8481351644,1706.2069380347,3.18207286,210.0326006855,1.98930877506391E-05,159.4984411221,6.297
BMDS_Ti2Te2-Ti2Te2_612,45.6937382773,3.6050795592,0.6415213858,0.3444732616,2,2,6,0.793993578,1.2060062916,0.2910105022,3.6176561811,11.3340430907,23.093362,5.80105,2.7013128127,188.1181214167,18.0882809055,57.8824988974,459.0968488331,7.5970779803,7.8069020388,688.0782056433,3144.8285182215,7.452371733,4.9561889681,2614.3354158265,4561.8644443545,0.7307665486,93.0822935394,22.57417457,63.3089831691,183.1619324486,0.0850149203,444.9717102741,7.39774512471094E-05,137.4709348814,108.5296854327,3.6176561811,43.4118741731,285.9305004129,2.0258874614,2.8145365089,660.584018667,761.5166261194,0.1808828091,0.3979421799,4407.5352316692,8316.9915603259,1.1648852903,2.4238296413,6.2693981618,4.3411874173,1355.0654757509,0.7072517834,191.7357775978,3.55543249477525E-05,224.2946832276,0.301
BMDS_ClTiBr-BrTiCl_249,27.6465767272,2.2494944358,0.6900562693,0.4383266276,2,3.3333333333,4,0.7213083498,1.1412306086,0.3175985632,3.3804582107,9.8965660591,6.257789,3.27205,2.601454751,118.3160373737,13.5218328427,57.4677895815,270.1121328659,10.0061563036,9.0765302957,1097.2967351858,3853.3843143507,6.2538476898,3.9551361065,898.5257923979,1122.3121259448,1.6023371919,255.8668819661,10.5470296173,19.6066576219,49.7772471522,0.004124159,317.7630718036,8.6573534775438E-05,70.9896224242,43.9459567388,0,43.9459567388,108.2997396955,4.8002506592,4.4114979649,1071.6052527846,1626.3384451567,0.8789191348,1.0479420453,5662.9435945261,10912.1191040654,0.1690229105,171.1525992066,4.6886955382,43.6079109177,1387.5935840277,0.7361961891,277.1975732755,5.06696881198376E-05,267.0561986435,0.397
BMDS_PbO2-PbO2_700,32.4484457385,2.1435132059,0,0,2,3.3333333333,3.3333333333,0.5979713088,1.2010143457,0.3377582254,3.55475774,12.6364063665,2.323203,2.26535,2.1076107567,28.4380619202,7.10951548,56.8761238403,56.8739909857,12.2283666257,12.8326754415,501.2208413427,4670.596194611,5.4032317648,2.2750449536,194.800724153,320.6391481497,3.2632676053,104.4316728863,5.0797488105,0.7891562183,12.1249231754,0.0009505422,170.6283715209,0.0397990677,18.8402160221,263.0520727614,14.2190309601,7.10951548,679.6718127463,3.9457810914,6.2421545915,376.448844668,2126.8115558534,1.77737887,2.8793537694,1940.2223220798,6867.0810021687,2.8011490991,9.0219751442,35.2312039613,16.1670382016,620.266478774,1.25387894,376.804320442,0.0397341151,148.2333977588,0.248
BMDS_SSbI-ISbS_354,34.3352787606,2.0957029415,0.7485944751,0.3555411029,2,4,6.6666666667,0.7274847728,1.1466996711,0.3015963443,3.9773045419,13.6996362694,4.739977,3.74003,3.2318479526,210.7971407191,19.8865227094,67.6141772118,507.5040595426,10.5796300814,9.3824614143,1174.10030076,4010.7139000217,7.8750629929,5.4091341769,1538.6202620224,1819.2190974513,0.851143172,216.484686214,19.6478844368,30.8638832449,83.1256649251,0.0178580974,457.3900223151,0.000102173,130.8533194275,7.9546090837,0,7.9546090837,23.2274585245,2.4261557705,1.4914892032,763.642472039,693.6419121021,0.3181843633,0.1590921817,2055.9880368289,5578.5673504269,0.0278411318,116.1372926226,6.9881240801,47.4890162299,187.2117247858,0.9486269063,71.5914817537,2.986160250036E-05,40.1707758729,0.116
BMDS_Tl2Te2-Tl2Te2_589,55.4877128506,4.0488065517,0.7116402752,0.2883597248,2,2.5,10,0.7609470234,1.2390529767,0.2825986084,4.547651596,17.9105332062,6.794626,5.67146,2.9646320142,236.4778829916,22.73825798,72.7624255359,577.1174519637,9.5500683516,9.8138321442,864.9633335579,3953.2735323967,9.3681622877,6.2302826865,3286.4059023603,5734.5886625472,0.9186256224,117.0110755649,28.377345959,79.5839029299,230.2476003051,0.1068698125,559.3611463071,9.29949274864608E-05,172.8107606477,131.8818962838,4.547651596,13.642954788,352.3465884756,2.1828727661,1.6780834389,777.6484229148,1272.8876817184,0.4547651596,0.3183356117,662.4109314723,2205.6110240566,0.3319785665,2.6831144416,25.5123254535,60.4837662267,506.8812468894,1.9895975732,150.0725026678,1.47753200353813E-05,54.5718191519,0.245
BMDS_TeZrSe-TeZrSe_33,35.7058714818,2.4163320844,0.7302846098,0.3814351627,2,2.6666666667,7.3333333333,0.6809895153,1.1656289336,0.3068953637,3.8912198059,13.112876065,9.309343,3.36701,2.8120904297,167.3224516553,17.5104891267,62.259516895,400.5320098697,9.0470860488,8.9342406744,749.4489346235,3522.1376073439,7.7046152158,4.9613052526,2367.1457445457,4317.3083746871,1.0175539793,99.4070467724,21.5164999169,44.554466778,149.7146820334,0.0854122747,439.7078380709,7.16645951659417E-05,130.1613025086,35.0209782534,1.945609903,46.6946376712,93.2812939929,3.8717637069,3.7978305306,589.5198005995,1031.3678095636,0.9728049515,1.4202952292,5913.3700024883,13901.3827567099,0.2315275785,0.7257124938,3.8192322395,37.1611491467,2148.0506133724,0.7978946212,361.8834419521,1.71447144649584E-05,305.6553157564,0.013
BMDS_TeAsBr-BrAsTe_158,32.2095388727,1.6644839934,0.7518765643,0.350899528,2,4,10,0.670195982,1.1666043638,0.2920058571,3.9855959173,13.7568194915,5.594913,3.31146,2.8658105005,139.4958571039,15.942383669,67.7551305933,318.4650561723,11.7973639151,10.7013250378,1293.7244347407,4543.1807860778,7.3733524469,4.6631472232,1059.3713948061,1323.2178445283,1.8891724648,301.669754977,12.4350592618,23.1164563201,58.6878998816,0.004862427,374.6460162219,0.0001020711,83.6975142623,7.9711918345,0,7.9711918345,19.8578330981,3.1087648155,1.8891724648,982.8479531948,768.8214524383,0,0.1195678775,3284.9281550008,2212.005734076,0.577911408,203.4646715758,10.3904485563,87.2845505879,70.4454078375,1.9959067234,79.7119183451,4.99315456513581E-05,35.8703632553,0.031
BMDS_Ti2O2-Ti2O2_660,15.1196369361,1.767665757,0,0,2,2,1,0.6331790927,1.3668209073,0.3073726858,3.8435941307,14.7733310587,23.519587,1.20878,2.0145944955,30.7487530452,7.6871882613,61.4975060904,61.4951999339,13.2219638094,13.8753748117,541.9467724218,5050.0983282624,5.8422630786,2.4599002436,210.6289583597,346.6921905847,3.5284194119,112.9171083703,5.4924960127,0.853277897,13.1101152202,0.0010277771,184.4925182712,0.0430328799,20.3710488925,53.8103178291,7.6871882613,46.1231295678,122.4861203179,7.3028288482,8.5712149114,512.7354570288,2517.9385149895,2.2677205371,3.2286190697,7249.7872492339,13336.5029145328,1.5143760875,16.5966394562,11.8305827341,71.0219323462,1621.1861091326,0.8407193375,491.9800487233,0.0429920571,363.9883641727,3.096
BMDS_TeTiSe-SeTiTe_299,37.6414173636,2.6157160517,0.7182640549,0.326565463,2,2.6666666667,7.3333333333,0.7182981172,1.1462264074,0.3078013251,3.6240256019,11.3738691499,14.084605,3.38382,2.558852992,123.2168704631,14.4961024074,57.9844096297,286.1530615225,9.2412652847,8.8208783149,706.6849923617,3410.2080913456,6.8856486435,4.2763502102,1790.2686473164,3471.8165265771,1.1633122182,91.9161613398,17.4641793753,19.56973825,95.3843538408,0.0739301223,373.2746369911,5.93796594863942E-05,104.7343398936,43.4883072223,0,43.4883072223,112.6818280385,3.6602658579,3.8197229844,679.1423977876,1022.7000248435,0.7610453764,1.0872076806,5243.9650458842,9429.7146160267,0.7356771972,1.0980797574,1.1306959878,48.1995405047,1445.5513320679,0.7197314845,264.5538689354,2.08888835690922E-05,257.6682202919,0.128
BMDS_BrAsSe-BrAsSe_182,32.748496679,1.6122333434,0.6734702284,0.4616434249,2,4,10,0.7233138461,1.1434111919,0.303737849,3.7174147809,11.9679509394,5.159542,3.50609,2.7758973781,128.250809941,14.8696591236,61.3373438848,295.2816908764,10.2414777214,9.5147231317,965.7843600776,3867.7842087864,6.9701527142,4.3679623676,1412.2458752635,2397.7325336799,1.4776723754,187.8279579271,14.7562779728,20.817522773,76.290644841,0.0401852538,366.1653559186,7.80564168619268E-05,92.7494987834,5.5761221713,0,5.5761221713,16.7670276278,2.137513499,1.2955190511,675.8260071674,369.6968999604,0.0929353695,0.0929353695,2639.7362359164,1163.5508264214,0.2843822307,96.2308577257,6.5333564774,82.1548666579,44.1535940601,1.8259569662,57.6199291039,2.9425196698206E-05,18.7729446435,0.032
BMDS_InN-InN_744,23.6972284597,1.8553892155,1,0,2,2,5,1,1,0.5367884814,3.58632923,11.1383152954,7.921277,0,2.0705684432,100.4172184386,12.5521523048,50.2086092193,231.0038935748,8.6430534442,8.4673233119,64.3746096776,3515.67854412,6.2402128601,3.8194406299,883.6715222597,4343.6902367309,2.2826985549,100.173348051,15.3512822688,6.4912559062,410.8907607363,1.46368819,380.1508983747,0.0201044363,129.8251181242,75.312913829,5.3794938449,3.58632923,180.7712559496,2.2593874149,2.5283621071,39.270305068,1513.4309350389,0.6814025537,1.2731468766,657.5534643113,4066.2518075019,1.4470838443,4.2749044421,10.8647844021,5.2001773834,400.8748604629,1.4627564617,179.3164614975,0.0200481058,103.2862818226,0.629
